"age","y"
"g3",24513
"g3",24526.5
"g3",24558
"g3",24564
"g3",24576.5
"g3",24600
"g3",24607.5
"g3",24627.5
"g3",24628.5
"g3",24676
"g3",24703
"g3",24703
"g3",24744
"g3",24752.5
"g3",24795
"g3",24834
"g3",24909.5
"g3",24957
"g3",24968
"g3",24980.5
"g3",25127
"g3",25129
"g3",25129
"g3",25143
"g3",25143
"g3",25156.5
"g3",25175.5
"g3",25225
"g3",25225.5
"g3",25243.5
"g3",25292
"g3",25310.5
"g3",25332.5
"g3",25369.5
"g3",25392
"g3",25447.5
"g3",25451
"g3",25458
"g3",25508.5
"g3",25520.5
"g3",25530
"g3",25541.5
"g3",25553.5
"g3",25556.5
"g3",25611
"g3",25623.5
"g3",25706.5
"g3",25720
"g3",25824.5
"g3",25875.5
"g3",25882
"g3",25974.5
"g3",26047
"g3",26092.5
"g3",26110.5
"g3",26134.5
"g3",26139
"g3",26159.5
"g3",26174
"g3",26180.5
"g3",26190
"g3",26192
"g3",26242.5
"g3",26259.5
"g3",26302
"g3",26414
"g3",26434.5
"g3",26448
"g3",26537.5
"g3",26565
"g3",26576.5
"g3",26613
"g3",26655.5
"g3",26660
"g3",26780
"g3",26792
"g3",26812.5
"g3",26820.5
"g3",26832.5
"g3",26934.5
"g3",26941
"g3",27008.5
"g3",27011
"g3",27037.5
"g3",27058
"g3",27123
"g3",27132.5
"g3",27135
"g3",27176.5
"g3",27188.5
"g3",27197
"g3",27199.5
"g3",27229.5
"g3",27249
"g3",27285.5
"g3",27286
"g3",27315
"g3",27327
"g3",27369
"g3",27371.5
"g3",27380
"g3",27478.5
"g3",27507.5
"g3",27509
"g3",27514
"g3",27514
"g3",27534.5
"g3",27550
"g3",27616
"g3",27629
"g3",27634.5
"g3",27684.5
"g3",27685.5
"g3",27727
"g3",27829
"g3",27858
"g3",27910.5
"g3",27936
"g3",27939
"g3",27947
"g3",27953
"g3",28014.5
"g3",28043.5
"g3",28069.5
"g3",28083.5
"g3",28097
"g3",28110
"g3",28124.5
"g3",28146
"g3",28240
"g3",28258.5
"g3",28303
"g3",28315
"g3",28358.5
"g3",28378.5
"g3",28440.5
"g3",28440.5
"g3",28454
"g3",28467.5
"g3",28467.5
"g3",28501
"g3",28517.5
"g3",28531
"g3",28533.5
"g3",28578
"g3",28608
"g3",28671
"g3",28681
"g3",28687.5
"g3",28703
"g3",28738.5
"g3",28804
"g3",28811.5
"g3",28848.5
"g3",28958
"g3",28984
"g3",29079
"g3",29113.5
"g3",29120
"g3",29128
"g3",29159
"g3",29179.5
"g3",29189
"g3",29212.5
"g3",29254
"g3",29263
"g3",29308.5
"g3",29319.5
"g3",29326.5
"g3",29333.5
"g3",29333.5
"g3",29346
"g3",29354
"g3",29375
"g3",29417
"g3",29498.5
"g3",29517
"g3",29546
"g3",29627.5
"g3",29670
"g3",29704.5
"g3",29774.5
"g3",29814.5
"g3",29873.5
"g3",29907.5
"g3",29917.5
"g3",29945.5
"g3",29961
"g3",29968.5
"g3",30052
"g3",30084.5
"g3",30126
"g3",30158
"g3",30185.5
"g3",30210
"g3",30240.5
"g3",30326.5
"g3",30346.5
"g3",30409.5
"g3",30449
"g3",30454.5
"g3",30542
"g3",30633.5
"g3",30687
"g3",30704.5
"g3",30711.5
"g3",30774
"g3",30818.5
"g3",30941
"g3",30977.5
"g3",30987
"g3",30996.5
"g3",31016.5
"g3",31042.5
"g3",31060.5
"g3",31063.5
"g3",31065
"g3",31085
"g3",31105.5
"g3",31120
"g3",31147
"g3",31205
"g3",31209.5
"g3",31229.5
"g3",31270
"g3",31279.5
"g3",31281
"g3",31326
"g3",31377.5
"g3",31394.5
"g3",31408
"g3",31421.5
"g3",31421.5
"g3",31513.5
"g3",31525
"g3",31566
"g3",31576
"g3",31620
"g3",31655
"g3",31678.5
"g3",31800
"g3",31820
"g3",31842.5
"g3",31847.5
"g3",31859
"g3",31861.5
"g3",31901
"g3",31959.5
"g3",31972
"g3",31972.5
"g3",31985
"g3",32011
"g3",32031.5
"g3",32085
"g3",32162
"g3",32190.5
"g3",32191
"g3",32191.5
"g3",32263
"g3",32265
"g3",32356.5
"g3",32606
"g3",32624.5
"g3",32632.5
"g3",32672
"g3",32686
"g3",32699.5
"g3",32752
"g3",32767.5
"g3",32795.5
"g3",32836
"g3",32836.5
"g3",32837
"g3",32982.5
"g3",33004.5
"g3",33033
"g3",33036
"g3",33064
"g3",33112
"g3",33112
"g3",33119.5
"g3",33166.5
"g3",33209
"g3",33212
"g3",33222.5
"g3",33243.5
"g3",33254.5
"g3",33278
"g3",33398
"g3",33406.5
"g3",33476
"g3",33482.5
"g3",33508.5
"g3",33531.5
"g3",33534
"g3",33541
"g3",33579
"g3",33581.5
"g3",33589.5
"g3",33603
"g3",33609
"g3",33627
"g3",33633
"g3",33660
"g3",33730
"g3",33743.5
"g3",33765
"g3",33786
"g3",33821.5
"g3",33888
"g3",33929.5
"g3",33930
"g3",33949.5
"g3",33949.5
"g3",33998.5
"g3",34032
"g3",34059.5
"g3",34135.5
"g3",34145
"g3",34160
"g3",34173.5
"g3",34186
"g3",34187.5
"g3",34321
"g3",34329.5
"g3",34338.5
"g3",34355
"g3",34416.5
"g3",34425.5
"g3",34467.5
"g3",34595.5
"g3",34732.5
"g3",34749.5
"g3",34760.5
"g3",34791.5
"g3",34815.5
"g3",34870.5
"g3",34878.5
"g3",34960
"g3",34980.5
"g3",35023
"g3",35041.5
"g3",35042
"g3",35120
"g3",35148
"g3",35234
"g3",35249.5
"g3",35268.5
"g3",35286.5
"g3",35290.5
"g3",35295.5
"g3",35324
"g3",35516.5
"g3",35542
"g3",35585
"g3",35620.5
"g3",35692
"g3",35742.5
"g3",35790.5
"g3",35814.5
"g3",35823.5
"g3",35834.5
"g3",35858.5
"g3",35887.5
"g3",35897
"g3",35929
"g3",35940.5
"g3",35956
"g3",36051
"g3",36238
"g3",36312
"g3",36313.5
"g3",36377.5
"g3",36388.5
"g3",36462.5
"g3",36499.5
"g3",36505
"g3",36582.5
"g3",36619.5
"g3",36699.5
"g3",36718
"g3",36740.5
"g3",36755.5
"g3",36764.5
"g3",36766.5
"g3",36823.5
"g3",36854
"g3",36986
"g3",37022.5
"g3",37109
"g3",37111.5
"g3",37153.5
"g3",37234
"g3",37315.5
"g3",37467.5
"g3",37517.5
"g3",37528.5
"g3",37604.5
"g3",37644.5
"g3",37770.5
"g3",37802.5
"g3",37892
"g3",37943
"g3",38007
"g3",38101
"g3",38116.5
"g3",38156
"g3",38168
"g3",38175.5
"g3",38201
"g3",38280.5
"g3",38312
"g3",38342.5
"g3",38346.5
"g3",38349
"g3",38354
"g3",38382.5
"g3",38406
"g3",38435.5
"g3",38481
"g3",38655.5
"g3",38670.5
"g3",38677
"g3",38687
"g3",38697
"g3",38725.5
"g3",38751.5
"g3",38751.5
"g3",38754.5
"g3",38797
"g3",38848
"g3",38897.5
"g3",38923
"g3",38923.5
"g3",39013
"g3",39058.5
"g3",39115.5
"g3",39228
"g3",39232
"g3",39252
"g3",39254.5
"g3",39313.5
"g3",39353.5
"g3",39373
"g3",39390.5
"g3",39411
"g3",39431.5
"g3",39442.5
"g3",39460
"g3",39501
"g3",39524.5
"g3",39543
"g3",39589.5
"g3",39596.5
"g3",39610.5
"g3",39695.5
"g3",39762
"g3",39762
"g3",39768.5
"g3",39789
"g3",39865.5
"g3",39880
"g3",39887.5
"g3",39935.5
"g3",40043
"g3",40194
"g3",40215
"g3",40291
"g3",40300
"g3",40358.5
"g3",40489
"g3",40562.5
"g3",40635
"g3",40645.5
"g3",40698
"g3",40865
"g3",40883.5
"g3",40905
"g3",40926.5
"g3",40929.5
"g3",41022.5
"g3",41028
"g3",41039.5
"g3",41063.5
"g3",41303.5
"g3",41334
"g3",41363.5
"g3",41383.5
"g3",41437.5
"g3",41438.5
"g3",41494
"g3",41534
"g3",41541.5
"g3",41616.5
"g3",41756
"g3",41925
"g3",41997.5
"g3",42042
"g3",42056.5
"g3",42063
"g3",42107.5
"g3",42138
"g3",42145
"g3",42167.5
"g3",42216.5
"g3",42330.5
"g3",42756.5
"g3",42885.5
"g3",42948
"g3",43013.5
"g3",43085.5
"g3",43144
"g3",43155
"g3",43175.5
"g3",43257
"g3",43531
"g3",43697.5
"g3",43698.5
"g3",43732
"g3",43836.5
"g3",43856
"g3",43878.5
"g3",43903.5
"g3",43970.5
"g3",43979.5
"g3",44020.5
"g3",44117
"g3",44171.5
"g3",44176
"g3",44185.5
"g3",44187
"g3",44192.5
"g3",44254.5
"g3",44258
"g3",44378
"g3",44423
"g3",44456.5
"g3",44492
"g3",44632
"g3",44652.5
"g3",44719
"g3",44843.5
"g3",44874
"g3",45061
"g3",45095
"g3",45305
"g3",45381.5
"g3",45614.5
"g3",45911.5
"g3",46156
"g3",46178
"g3",46306.5
"g3",46308
"g3",46568
"g3",46584.5
"g3",46591.5
"g3",46716
"g3",46784
"g3",46801.5
"g3",46869
"g3",46965
"g3",46972
"g3",46988.5
"g3",47055.5
"g3",47125.5
"g3",47252
"g3",47263
"g3",47295
"g3",47381
"g3",47414
"g3",47543.5
"g3",47599.5
"g3",47607
"g3",47632
"g3",47676
"g3",47709.5
"g3",47900.5
"g3",47908.5
"g3",47909.5
"g3",48086
"g3",48097.5
"g3",48201.5
"g3",48232
"g3",48504.5
"g3",48551
"g3",48569.5
"g3",48589
"g3",48597.5
"g3",48606
"g3",48652
"g3",48685
"g3",48718
"g3",48829.5
"g3",49116
"g3",49173.5
"g3",49312.5
"g3",49323
"g3",49324
"g3",49468.5
"g3",49638.5
"g3",49696
"g3",49717
"g3",49791.5
"g3",49907.5
"g3",50066
"g3",50268
"g3",50326
"g3",50441.5
"g3",50602
"g3",50838.5
"g3",50842.5
"g3",50847.5
"g3",50975.5
"g3",50987
"g3",51011
"g3",51093
"g3",51110
"g3",51166.5
"g3",51274.5
"g3",51411
"g3",51426.5
"g3",51466
"g3",51563.5
"g3",51567
"g3",51577.5
"g3",51582.5
"g3",51583.5
"g3",51584.5
"g3",51921
"g3",52295
"g3",52329.5
"g3",52445.5
"g3",52549
"g3",52589.5
"g3",52683
"g3",52835
"g3",52903.5
"g3",52965
"g3",53018
"g3",53049
"g3",53171
"g3",53417.5
"g3",53447
"g3",53511
"g3",53536.5
"g3",53630.5
"g3",53755
"g3",53862
"g3",53956
"g3",54163
"g3",54297
"g3",54308.5
"g3",54337.5
"g3",54407.5
"g3",54480
"g3",54593
"g3",54642
"g3",55602
"g3",55703.5
"g3",55719.5
"g3",55767.5
"g3",55781.5
"g3",55890
"g3",55923.5
"g3",56125
"g3",56253
"g3",56392
"g3",56594
"g3",57231
"g3",57760.5
"g3",57815
"g3",57944
"g3",58014.5
"g3",58172
"g3",58268
"g3",58435.5
"g3",58580.5
"g3",58613.5
"g3",58642
"g3",58679
"g3",59083
"g3",59150
"g3",59356.5
"g3",59443
"g3",59657.5
"g3",59672.5
"g3",59779.5
"g3",59910
"g3",60057
"g3",61071
"g3",61519.5
"g3",61726.5
"g3",62040.5
"g3",62199
"g3",62439
"g3",62446.5
"g3",63152
"g3",63675
"g3",63722.5
"g3",63762
"g3",64786.5
"g3",64904.5
"g3",65176.5
"g3",65498.5
"g3",66348.5
"g3",66497.5
"g3",66777.5
"g3",67205.5
"g3",67253.5
"g3",67265
"g3",67322
"g3",68187.5
"g3",68827
"g3",69355.5
"g3",69506.5
"g3",69933
"g3",70190
"g3",70311
"g3",70452
"g3",70502.5
"g3",71587.5
"g3",71590.5
"g3",72063.5
"g3",72205.5
"g3",72392
"g3",73375.5
"g3",73801.5
"g3",74014.5
"g3",75718
"g3",75930.5
"g3",76044.5
"g3",76267
"g3",76569.5
"g3",76569.5
"g3",76655
"g3",77187.5
"g3",78609.5
"g3",78699
"g3",79179.5
"g3",81680.5
"g3",81749
"g3",82106.5
"g3",82532.5
"g3",83512
"g3",83810.5
"g3",83810.5
"g3",83810.5
"g3",83810.5
"g3",83810.5
"g3",83810.5
"g3",83810.5
"g3",83810.5
"g3",83810.5
"g3",83810.5
"g3",83810.5
"g3",83810.5
"g2",886.5
"g2",949
"g2",1266.5
"g2",1701.5
"g2",1879.5
"g2",2102
"g2",2187.5
"g2",2194
"g2",2198
"g2",2455
"g2",2560
"g2",2738
"g2",2799
"g2",2954
"g2",3167.5
"g2",3437.5
"g2",3517
"g2",3524.5
"g2",3539.5
"g2",3549.5
"g2",3561.5
"g2",3562.5
"g2",3587.5
"g2",3589.5
"g2",3638.5
"g2",3723.5
"g2",3791
"g2",3803
"g2",3852.5
"g2",3855
"g2",3894
"g2",3899.5
"g2",3969.5
"g2",3992
"g2",4013
"g2",4060
"g2",4098.5
"g2",4222.5
"g2",4247.5
"g2",4261.5
"g2",4276
"g2",4345
"g2",4444.5
"g2",4582.5
"g2",4589
"g2",4591
"g2",4696.5
"g2",4703.5
"g2",4742.5
"g2",4761
"g2",4791
"g2",4837
"g2",4911.5
"g2",4914.5
"g2",4933
"g2",4981.5
"g2",4999
"g2",5004.5
"g2",5092.5
"g2",5106.5
"g2",5106.5
"g2",5236
"g2",5273
"g2",5280
"g2",5283.5
"g2",5304
"g2",5412
"g2",5419
"g2",5439.5
"g2",5471.5
"g2",5476.5
"g2",5496
"g2",5535
"g2",5557.5
"g2",5606
"g2",5606
"g2",5621
"g2",5625
"g2",5652.5
"g2",5659
"g2",5682.5
"g2",5738
"g2",5781.5
"g2",5843
"g2",5867
"g2",5867
"g2",5867
"g2",5869.5
"g2",5906
"g2",6038.5
"g2",6048.5
"g2",6072
"g2",6075.5
"g2",6186.5
"g2",6192
"g2",6210
"g2",6267.5
"g2",6334
"g2",6335
"g2",6348.5
"g2",6360
"g2",6399.5
"g2",6403
"g2",6430.5
"g2",6444.5
"g2",6490.5
"g2",6514
"g2",6529
"g2",6541.5
"g2",6609
"g2",6655
"g2",6661.5
"g2",6678
"g2",6691.5
"g2",6701.5
"g2",6755.5
"g2",6759.5
"g2",6759.5
"g2",6760.5
"g2",6761
"g2",6762.5
"g2",6770.5
"g2",6782
"g2",6793
"g2",6812
"g2",6854
"g2",6869.5
"g2",6886
"g2",6889.5
"g2",6904
"g2",6916.5
"g2",6924.5
"g2",6927.5
"g2",6946
"g2",6961
"g2",6994
"g2",7003
"g2",7006
"g2",7048
"g2",7117
"g2",7182.5
"g2",7209.5
"g2",7248
"g2",7253.5
"g2",7269
"g2",7302.5
"g2",7408
"g2",7409
"g2",7424
"g2",7474
"g2",7500.5
"g2",7515.5
"g2",7531.5
"g2",7538.5
"g2",7543
"g2",7556
"g2",7556.5
"g2",7569
"g2",7570.5
"g2",7597.5
"g2",7602.5
"g2",7613
"g2",7648.5
"g2",7663.5
"g2",7696.5
"g2",7716
"g2",7771.5
"g2",7841
"g2",7877.5
"g2",7914
"g2",7941
"g2",7941
"g2",7954.5
"g2",7955
"g2",7995
"g2",8052.5
"g2",8054
"g2",8089
"g2",8089.5
"g2",8093.5
"g2",8098.5
"g2",8119.5
"g2",8176
"g2",8244
"g2",8250.5
"g2",8312.5
"g2",8381
"g2",8381
"g2",8381
"g2",8403
"g2",8408
"g2",8484.5
"g2",8486
"g2",8508.5
"g2",8535.5
"g2",8643
"g2",8652
"g2",8672
"g2",8712
"g2",8744
"g2",8790
"g2",8797.5
"g2",8799
"g2",8807
"g2",8820.5
"g2",8833
"g2",8863.5
"g2",8903
"g2",8939.5
"g2",8946.5
"g2",8947
"g2",8978.5
"g2",8989
"g2",9020
"g2",9077.5
"g2",9099.5
"g2",9175.5
"g2",9181
"g2",9188
"g2",9189
"g2",9191.5
"g2",9205.5
"g2",9252.5
"g2",9257.5
"g2",9258.5
"g2",9276.5
"g2",9301
"g2",9318
"g2",9328.5
"g2",9330
"g2",9335
"g2",9336.5
"g2",9413.5
"g2",9473
"g2",9473.5
"g2",9480.5
"g2",9493
"g2",9497
"g2",9511
"g2",9562.5
"g2",9590
"g2",9590.5
"g2",9592.5
"g2",9613
"g2",9617.5
"g2",9624.5
"g2",9631
"g2",9631.5
"g2",9661
"g2",9690
"g2",9699.5
"g2",9734
"g2",9755
"g2",9831.5
"g2",9843
"g2",9851
"g2",9954.5
"g2",9969
"g2",10017
"g2",10050.5
"g2",10057
"g2",10057
"g2",10173
"g2",10245.5
"g2",10285.5
"g2",10301.5
