Date,Open,High,Low,Close,Volume,Adj Close
1/18/2011,74.65,75.36,74.31,74.68,11228500,66.32
1/19/2011,75.1,75.44,74.75,75.35,10696700,66.92
1/20/2011,75.39,75.74,74.68,75.16,8290300,66.75
1/21/2011,75.75,75.75,74.64,75.01,9825900,66.62
1/24/2011,74.25,75.85,74.15,75.38,16395500,66.95
1/25/2011,75.54,75.68,75,75.48,6959800,67.03
1/26/2011,75.59,75.71,75.15,75.17,6669000,66.76
1/27/2011,75.43,75.45,74.34,74.35,7610900,66.03
1/28/2011,74.37,74.73,73.05,73.28,9083500,65.08
1/31/2011,73.8,73.98,73.35,73.67,6372400,65.43
2/1/2011,74.22,74.26,73.2,73.47,8468900,65.25
2/2/2011,73.49,73.76,73.08,73.64,5841900,65.4
2/3/2011,73.84,74.27,73.81,73.83,11126100,65.57
2/4/2011,73.73,74.5,73.64,74.05,9699700,65.76
2/7/2011,74.13,74.35,73.3,73.45,11618600,65.23
2/8/2011,74.37,75.97,74.2,75.36,11855200,66.93
2/9/2011,75.5,75.99,75.18,75.93,5845000,67.43
2/10/2011,75.98,76.32,75.53,75.76,5437100,67.28
2/11/2011,75.8,76.23,75.51,76.14,4597900,67.62
2/14/2011,76.07,76.45,75.83,76.24,4512800,67.71
2/15/2011,75.87,76.34,75.8,76.15,3823000,67.63
2/16/2011,76.28,76.34,75.76,76.02,4058200,67.51
2/17/2011,75.91,76.13,75.7,75.98,4338400,67.48
2/18/2011,76.08,76.32,75.37,76.13,5446900,67.61
2/22/2011,75.95,76.44,75.52,75.7,7034000,67.23
2/23/2011,75.97,76.45,74.59,75.19,7034000,66.78
2/24/2011,74.98,75.33,74.55,75.21,7297100,66.79
2/25/2011,74.9,75.34,74.42,74.44,6499000,66.65
2/28/2011,74.51,75.87,74.51,75.68,11324600,67.76
3/1/2011,75.71,75.91,74.71,74.89,9067200,67.05
3/2/2011,74.66,74.8,73.64,74.69,7835300,66.88
3/3/2011,75.26,76.63,75.17,76.24,7390100,68.26
3/4/2011,76.11,76.6,75.56,76.03,5416400,68.08
3/7/2011,76.38,77.24,75.94,76.29,7954100,68.31
3/8/2011,75.73,76.05,74.97,75.54,8950300,67.64
3/9/2011,75.68,76,75.2,75.78,5337800,67.85
3/10/2011,75.64,77.25,75.29,76.68,8157900,68.66
3/11/2011,76.36,77.04,76,76.73,4448900,68.7
3/14/2011,76.1,76.41,75.46,75.67,7988500,67.75
3/15/2011,74.5,75.67,74.34,75.12,6933600,67.26
3/16/2011,74.74,74.75,73.17,73.38,10583900,65.7
3/17/2011,74.13,74.19,73.12,73.4,6126100,65.72
3/18/2011,73.48,73.79,72.89,72.99,9184100,65.35
3/21/2011,73.5,74.23,73.38,73.76,5353700,66.04
3/22/2011,74,74.3,73.53,73.87,4498800,66.14
3/23/2011,73.75,74.65,73.67,74.53,5057900,66.73
3/24/2011,74.6,75,74.49,74.93,4306800,67.09
3/25/2011,75,75.75,74.76,75.25,4652000,67.38
3/28/2011,75.55,75.63,75,75,3081600,67.15
3/29/2011,74.87,75.45,74.87,75.37,3008700,67.48
3/30/2011,75.5,76.04,75.46,75.81,3479500,67.88
3/31/2011,75.84,76.45,75.76,76.09,4505700,68.13
4/1/2011,76.3,76.5,75.87,75.99,3889000,68.04
4/4/2011,76.31,76.5,76.14,76.39,3283100,68.4
4/5/2011,76.26,76.74,75.97,76.6,4274100,68.59
4/6/2011,76.78,76.91,76.46,76.72,5657400,68.69
4/7/2011,76.34,76.74,75.66,76.01,5414400,68.06
4/8/2011,76.25,76.38,75.78,76.04,3693100,68.08
4/11/2011,76.16,76.5,76,76.25,3940500,68.27
4/12/2011,75.83,76.96,75.83,76.66,4769000,68.64
4/13/2011,76.97,77.46,76.5,76.89,4862700,68.85
4/14/2011,76.72,77.22,76.45,77.07,3488700,69.01
4/15/2011,77.29,77.54,76.66,77.38,4605700,69.28
4/18/2011,76.89,77.36,76.4,77,4937700,68.94
4/19/2011,76.88,77,76.43,76.6,4810600,68.59
4/20/2011,77.18,78.41,77.17,78.4,7964800,70.2
4/21/2011,77.4,77.69,76.5,76.91,9424100,68.86
4/25/2011,77.15,77.25,76.54,77.13,3831600,69.06
4/26/2011,77.2,77.34,76.55,76.94,4900000,68.89
4/27/2011,77.41,77.96,77.01,77.87,5745100,69.72
4/28/2011,78,78.44,77.52,78.03,3991900,69.87
4/29/2011,78.04,78.59,77.77,78.31,4500000,70.12
5/2/2011,78.4,78.93,78.35,78.64,4021700,70.41
5/3/2011,78.63,79.09,78.51,78.94,4446300,70.68
5/4/2011,78.91,79.31,78.82,79.07,5493400,70.8
5/5/2011,78.84,79.18,78.2,78.6,6407800,70.38
5/6/2011,78.83,79.37,78.65,78.7,6076200,70.47
5/9/2011,79.46,79.82,79.08,79.31,6284700,71.01
5/10/2011,79.52,79.85,79.27,79.71,4375800,71.37
5/11/2011,79.68,79.97,79.17,79.51,4304800,71.19
5/12/2011,79.3,80.71,79.11,80.66,6400000,72.22
5/13/2011,80.59,80.91,80.38,80.74,5220900,72.29
5/16/2011,80.44,81.25,80.44,81.14,6244100,72.65
5/17/2011,80.7,81.29,80.44,80.93,6471600,72.46
5/18/2011,80.9,81.5,80.73,81.5,4373100,72.97
5/19/2011,81.6,82.63,81.37,82.51,5909600,73.88
5/20/2011,82.79,82.85,81.99,82.33,4790700,73.72
5/23/2011,81.53,82.7,81.49,82.5,6550800,73.87
5/24/2011,82.65,83.08,82.41,82.64,6309900,73.99
5/25/2011,82.57,82.99,82.51,82.72,6589800,74.07
5/26/2011,82.87,82.97,82.2,82.43,7160900,73.81
5/27/2011,82.13,82.2,81.27,81.62,5443300,73.63
5/31/2011,82.13,82.25,81.28,81.54,7161400,73.55
6/1/2011,81.47,81.74,80.98,80.98,5700100,73.05
6/2/2011,80.95,81.27,80.46,80.75,4764400,72.84
6/3/2011,80.1,80.95,80.01,80.54,5752100,72.65
6/6/2011,80.6,81.47,80.43,80.7,6132800,72.8
6/7/2011,81.05,82.23,80.96,81.14,7248900,73.19
6/8/2011,80.18,81.5,80,81.15,7867600,73.2
6/9/2011,81.15,81.61,80.62,81.26,4540200,73.3
6/10/2011,81.21,81.38,80.28,80.36,5466200,72.49
6/13/2011,80.43,81.32,80.39,80.73,4376000,72.82
6/14/2011,81.06,81.85,80.8,81.47,5246300,73.49
6/15/2011,81.22,81.89,81.11,81.24,5353600,73.28
6/16/2011,81.38,81.93,80.9,81.81,5258800,73.8
6/17/2011,82.22,82.72,81.85,82.52,7279500,74.44
6/20/2011,82.32,82.97,82.11,82.69,4792800,74.59
6/21/2011,82.77,83.07,82.49,82.8,5818300,74.69
6/22/2011,82.85,83.09,82.48,82.65,4543200,74.55
6/23/2011,82.06,82.34,81.4,82.29,6677400,74.23
6/24/2011,82.29,82.65,81.72,81.84,6467700,73.82
6/27/2011,81.51,82.5,81.51,82.32,4528800,74.26
6/28/2011,82.46,84.41,82.42,84.35,8545100,76.09
6/29/2011,84.41,84.66,84.1,84.57,7181000,76.29
6/30/2011,84.7,84.91,84.24,84.32,4968000,76.06
7/1/2011,84.16,85.79,84.15,85.65,5829700,77.26
7/5/2011,85.41,85.99,85.33,85.64,5093000,77.25
7/6/2011,85.64,86.28,85.3,85.86,5810300,77.45
7/7/2011,86,86.29,85.66,86.06,6072300,77.63
7/8/2011,85.6,85.9,85.25,85.6,5200100,77.22
7/11/2011,85.32,85.86,85.1,85.35,5288300,76.99
7/12/2011,85.2,86.05,84.97,84.99,5498200,76.67
7/13/2011,85.25,85.76,84.81,84.96,6545200,76.64
7/14/2011,86.02,86.46,85.56,85.81,6764400,77.4
7/15/2011,85.88,86.05,84.92,85.48,5892000,77.11
7/18/2011,85.48,85.93,85.15,85.4,5408100,77.04
7/19/2011,85.7,86.26,85.56,86.21,4672200,77.77
7/20/2011,86.22,86.58,85.9,86.27,4114100,77.82
7/21/2011,86.67,87.04,86.02,86.54,6107200,78.06
7/22/2011,88.5,89.57,88.44,88.56,11408600,79.89
7/25/2011,87.96,89,87.78,88.12,5346000,79.49
7/26/2011,88.06,88.45,87.83,88.02,4729100,79.4
7/27/2011,87.92,88.18,87.08,87.09,6668100,78.56
7/28/2011,86.99,87.77,86.67,86.78,4864300,78.28
7/29/2011,86.15,86.85,85.82,86.48,5707000,78.01
8/1/2011,87.49,87.49,85.6,86.39,4400300,77.93
8/2/2011,86.04,86.58,85.03,85.06,5604800,76.73
8/3/2011,85.11,85.81,85,85.54,7635100,77.16
8/4/2011,85.39,86.46,84.25,84.28,10708800,76.02
8/5/2011,84.71,85.53,82.75,85.08,12502600,76.75
8/8/2011,83.63,84.94,82.01,82.11,14499500,74.07
8/9/2011,83.46,86.03,82.57,85.96,15364200,77.54
8/10/2011,84.93,85.46,83.61,84.08,13493400,75.84
8/11/2011,84.73,86.97,84.44,86.28,11112100,77.83
8/12/2011,86.59,86.94,85.78,86.5,6531200,78.03
8/15/2011,86.82,86.87,85.76,86.82,6470400,78.32
8/16/2011,86.45,87.19,85.68,86.67,5627300,78.18
8/17/2011,87.14,87.51,86.44,87.5,5407500,78.93
8/18/2011,86.56,87.27,84.68,85.61,11373500,77.22
8/19/2011,85.82,88.43,85.82,87.23,11686500,78.69
8/22/2011,88.21,88.89,87.33,87.76,7087900,79.16
8/23/2011,87.76,89.56,87.75,89.53,6617100,80.76
8/24/2011,89.06,90.15,88.54,90.13,8174400,81.3
8/25/2011,90.06,90.46,88.36,88.71,8671900,80.02
8/26/2011,88.65,90.49,87.83,89.93,5958600,81.12
8/29/2011,90.6,90.82,90.07,90.79,6261700,81.9
8/30/2011,90.24,91.22,90.1,90.78,6311800,82.44
8/31/2011,91.06,91.2,90.02,90.41,9168400,82.11
9/1/2011,90.27,91.09,90.03,90.07,5475400,81.8
9/2/2011,89.46,89.93,89.01,89.09,5250800,80.91
9/6/2011,87.42,88.95,87.07,88.82,7198400,80.66
9/7/2011,89.48,89.48,88.62,89.29,7065300,81.09
9/8/2011,89.16,90,88.61,88.61,7330000,80.47
9/9/2011,86.29,86.46,83.65,85.03,18444800,77.22
9/12/2011,84.44,86.2,84.16,86.19,8271000,78.27
9/13/2011,86.17,86.3,85.17,86.12,6598700,78.21
9/14/2011,86.3,87.79,85.44,86.75,7666600,78.78
9/15/2011,87.55,88.24,87.37,88.07,6755100,79.98
9/16/2011,88.26,88.76,88.04,88.29,7594500,80.18
9/19/2011,87.61,89.22,87.54,88.81,6471600,80.65
9/20/2011,89.24,90.56,89,89.31,7942200,81.11
9/21/2011,89.26,89.72,87.48,87.52,5777500,79.48
9/22/2011,85.84,86.97,85.1,85.99,10785600,78.09
9/23/2011,86.1,87.85,85.75,87.37,7614900,79.35
9/26/2011,87.96,89.47,86.73,89.34,7515500,81.13
9/27/2011,90.24,91,89.4,89.74,8043200,81.5
9/28/2011,89.74,90.38,87.98,88.03,7027800,79.94
9/29/2011,89.45,89.82,87.38,88.78,8145900,80.63
9/30/2011,87.99,90.17,87.81,87.82,8776100,79.75
10/3/2011,87.43,87.78,86,86.02,9185600,78.12
10/4/2011,85.06,86.6,83.74,86.48,10700000,78.54
10/5/2011,86.67,86.77,84.9,85.83,7730400,77.95
10/6/2011,86.45,87.25,86.07,87.11,5861000,79.11
10/7/2011,87.29,87.97,86.59,87.2,5509200,79.19
10/10/2011,88.05,88.52,87.61,88.51,5136400,80.38
10/11/2011,88.83,89.89,88.67,89.34,6868200,81.13
10/12/2011,89.83,89.83,88.03,88.36,7847900,80.24
10/13/2011,88.39,89.94,88.28,89.31,4990800,81.11
10/14/2011,89.98,89.98,89.14,89.94,3702300,81.68
10/17/2011,89.41,89.9,88.51,88.66,4321700,80.52
