"year","month","day","ge","ibm","mobil","crsp"
1989,9,19,-0.010846,-0.001076,-0.002208,0.000888
1989,9,20,-0.010965,0,-0.002212,-0.000357
1989,9,21,-0.008248,0.001078,-0.006652,-0.000843
1989,9,22,0.006757,0.003229,0.015625,0.002839
1989,9,25,-0.008949,-0.002146,-0.008791,-0.006319
1989,9,26,0.002257,0.010753,-0.011086,0.001495
1989,9,27,0.009009,-0.051064,-0.006726,0.001277
1989,9,28,0.017857,-0.022422,0,0.008851
1989,9,29,-0.008772,0.002294,0.013544,0.002792
1989,10,2,0.022124,-0.005721,0.006682,0.00464
1989,10,3,0.012987,-0.024166,0.019912,0.009659
1989,10,4,0.00641,0.021226,0.002169,0.005482
1989,10,5,-0.008493,-0.006928,0,0.000795
1989,10,6,0.008565,0,0.034632,0.004939
1989,10,9,-0.006369,0.016279,0,0.002248
1989,10,10,-0.002137,-0.009153,0,-0.001555
1989,10,11,-0.004283,-0.004619,-0.008368,-0.005693
1989,10,12,-0.004301,-0.00116,-0.008439,-0.003764
1989,10,13,-0.060475,-0.052265,-0.068085,-0.053534
1989,10,16,0.03908,0.009804,0.059361,0.016257
1989,10,17,0,-0.007282,-0.019397,-0.00397
1989,10,18,-0.002212,-0.00489,0,0.002809
1989,10,19,0.004435,0.023342,0.021978,0.015213
1989,10,20,0,0.0012,0.010753,-0.000403
1989,10,23,-0.011038,-0.007194,-0.008511,-0.006385
1989,10,24,-0.004464,-0.004831,-0.01073,-0.005059
1989,10,25,-0.008969,-0.010922,-0.004338,-0.002391
1989,10,26,-0.015837,-0.011043,-0.010893,-0.010972
1989,10,27,-0.013793,-0.008685,-0.011013,-0.009042
1989,10,30,0.006993,-0.003755,0,-0.000204
1989,10,31,0.025463,0.007538,0.0049,0.013237
1989,11,1,0,-0.002494,0.008969,0.003331
1989,11,2,-0.020316,-0.00915,-0.002222,-0.005979
1989,11,3,-0.006912,0.006386,-0.002227,-0.001557
1989,11,6,-0.016241,-0.019036,-0.011161,-0.012842
1989,11,7,0.009434,0.007762,0.009029,0.005114
1989,11,8,0.018692,-0.006418,0.013423,0.009583
1989,11,9,-0.004587,0.00646,-0.015453,-0.002842
1989,11,10,0.006912,0.007702,0,0.006105
1989,11,13,0.020595,0.001274,0,0.001928
1989,11,14,-0.004484,-0.002545,0.004484,-0.004119
1989,11,15,0.022523,-0.001276,0.006696,0.005933
1989,11,16,0.013216,-0.007663,0.008869,0.000459
1989,11,17,0.034783,0.020592,0.015385,0.003117
1989,11,20,-0.006303,-0.003783,-0.004329,-0.0058
1989,11,21,0.008457,0.007595,0.008696,-0.000439
1989,11,22,0.008386,0.006281,0.006466,0.005488
1989,11,24,0,0.002497,-0.004283,0.005796
1989,11,27,0.02079,-0.009963,0,0.003871
1989,11,28,0.00611,-0.005031,0.010753,0.001236
1989,11,29,-0.004049,-0.011378,-0.008511,-0.004944
1989,11,30,0.00813,-0.001279,0.01073,0.004636
1989,12,1,0.020161,-0.005122,0.019108,0.010652
1989,12,4,0.005455,0.021879,-0.004167,0.002573
1989,12,5,0.00396,0.003778,-0.002092,-0.00323
1989,12,6,0,-0.010038,0.010482,-0.002465
1989,12,7,0,-0.006337,-0.002075,-0.001905
1989,12,8,-0.001972,-0.01148,0.014553,0.001947
1989,12,11,-0.001976,-0.007742,0.006148,-0.001077
1989,12,12,0.017822,0.009103,0.026477,0.006451
1989,12,13,0,-0.011598,-0.013889,0.002936
1989,12,14,0.001946,-0.007823,-0.006036,-0.005117
1989,12,15,-0.001942,-0.001314,-0.006073,-0.003424
1989,12,18,-0.025292,-0.014474,-0.010183,-0.016669
1989,12,19,0.001996,0.012016,-0.002058,-0.004102
1989,12,20,-0.005976,-0.001319,0.028866,0.001357
1989,12,21,0.008016,0.005284,-0.006012,0.005467
1989,12,22,0.013917,0.002628,0.006048,0.008056
1989,12,26,-0.005882,-0.009174,0,-0.000523
1989,12,27,0.005917,0.002646,0.002004,0.005143
1989,12,28,0.003922,-0.006596,0,0.004645
1989,12,29,0.007812,0,0.002,0.007862
1990,1,2,0.034884,0.041169,0.005988,0.014406
1990,1,3,-0.001873,0.008929,-0.02381,1.3e-05
1990,1,4,-0.005629,0.011378,-0.012195,-0.006506
1990,1,5,-0.009434,-0.0025,-0.016461,-0.007669
1990,1,8,0.005714,0.006266,0.012552,0.003075
1990,1,9,-0.020833,-0.009963,-0.016529,-0.009315
1990,1,10,0.001934,-0.003774,-0.010504,-0.006848
1990,1,11,0,0.008838,0.016985,0.002629
1990,1,12,-0.025097,-0.020025,-0.016701,-0.022558
1990,1,15,-0.007921,0.002554,-0.006369,-0.008934
1990,1,16,0.00998,0.020382,0.00641,0.008784
1990,1,17,-0.003953,-0.012484,-0.021231,-0.006884
1990,1,18,0.009921,0.006321,0.013015,0.00036
1990,1,19,0.019646,-0.008794,0.010707,0.00317
1990,1,22,-0.030829,-0.020279,-0.023305,-0.022232
1990,1,23,-0.001988,0.001294,-0.002169,-6.4e-05
1990,1,24,0.007968,0.007752,0.015217,-0.004703
1990,1,25,-0.019763,-0.016667,-0.004283,-0.009921
1990,1,26,0.008065,0.01043,0,-0.003377
1990,1,29,-0.012,0.003871,0.012903,-0.002952
1990,1,30,0,0,0.004671,-0.008568
1990,1,31,0.008097,0.014139,0.010684,0.016314
1990,2,1,-0.008032,-0.008872,0.004228,0.00106
1990,2,2,0,0.006394,-0.002105,0.0072
1990,2,5,0,0.025006,-0.006329,0.004177
1990,2,6,0.004049,0.013802,0.004246,-0.004786
1990,2,7,0.010081,0.02104,0.027484,0.01055
1990,2,8,0.005988,-0.003636,0.00823,-0.000557
1990,2,9,0.003968,-0.002433,0.012245,0.002515
1990,2,12,-0.01581,-0.013415,-0.020161,-0.008782
1990,2,13,-0.002008,0.021014,0.012346,0.001493
1990,2,14,0.002012,0.004843,0,0.002058
1990,2,15,0.006024,0,0.028455,0.007721
1990,2,16,-0.00998,-0.00241,-0.01581,-0.004374
1990,2,20,-0.018145,-0.006039,-0.012048,-0.012784
1990,2,21,-0.00616,0.019441,0.00813,-0.001909
1990,2,22,0.004132,-0.015495,-0.024194,-0.003218
1990,2,23,-0.004115,-0.006053,0.012397,-0.005407
1990,2,26,0.012397,0.013398,0.008163,0.009496
1990,2,27,0.012245,-0.002404,-0.004049,0.005184
1990,2,28,0.003548,0.001205,0.004065,0.005626
1990,3,1,-0.002024,0.001203,-0.002024,0.002965
1990,3,2,0.01217,0.008413,0.004057,0.008038
1990,3,5,-0.01002,0.001192,-0.006061,-0.00325
1990,3,6,0.010121,0.007143,0.018293,0.010661
1990,3,7,0.004008,-0.002364,0,-0.001649
1990,3,8,0.005988,0.014218,-0.005988,0.008566
1990,3,9,-0.005952,-0.004673,-0.012048,-0.004747
1990,3,12,-0.003992,0.011737,-0.006098,0.001734
1990,3,13,-0.006012,-0.013921,0,-0.006415
1990,3,14,0.016129,0,0.00409,0.002614
1990,3,15,0.003968,0.007059,0.008147,0.002685
1990,3,16,0.011858,0.015187,0.022222,0.008963
1990,3,19,0.013672,0.003452,-0.005929,0.003952
1990,3,20,-0.007707,-0.009174,-0.00994,-0.005154
1990,3,21,-0.003883,-0.006944,-0.01004,-0.004121
1990,3,22,-0.011696,-0.006993,-0.004057,-0.011614
1990,3,23,0.005917,-0.014085,-0.002037,0.004475
1990,3,26,0.003922,-0.008333,0.002041,0.001711
1990,3,27,0.013672,0.003601,0.00611,0.007853
1990,3,28,0,0.013158,0.006073,0.001331
1990,3,29,-0.00578,0.001181,-0.006036,-0.00301
1990,3,30,-0.003876,0.001179,-0.004049,-0.001386
1990,4,2,-0.003891,-0.002356,0.002033,-0.004037
1990,4,3,0.015625,0.007084,0.014199,0.012727
1990,4,4,-0.011538,-0.001172,-0.02,-0.005979
1990,4,5,0.001946,-0.003521,-0.004082,-0.000928
1990,4,6,0,-0.002356,0,-0.002258
1990,4,9,0.001942,-0.003542,0.002049,0.002081
1990,4,10,-0.001938,0.003555,-0.00818,0.001618
1990,4,11,0.007767,0.004723,-0.016495,-9.7e-05
1990,4,12,0.017341,0.007051,0.008386,0.006816
1990,4,16,0.011364,0.035006,0.012474,0.000932
1990,4,17,0.001873,0.002255,0.004107,-0.000684
1990,4,18,-0.005607,-0.011249,-0.00818,-0.010044
1990,4,19,-0.011278,-0.006826,-0.002062,-0.007256
1990,4,20,-0.003802,0.002291,0,-0.008554
1990,4,23,-0.015267,0,-0.008264,-0.010916
1990,4,24,-0.001938,-0.004571,0,-0.002275
1990,4,25,0,0.004592,-0.004167,0.004576
1990,4,26,0.003883,-0.005714,0.002092,0.00204
1990,4,27,-0.011605,-0.012644,0.002088,-0.010312
1990,4,30,0.001957,0.015134,0.004167,0.004466
1990,5,1,0.005859,-0.009174,-0.002075,0.004276
1990,5,2,0.005825,0.010417,0.002079,0.005669
1990,5,3,0,0.001145,0.002075,0.003585
1990,5,4,0.009653,0.022517,0.00207,0.007821
1990,5,7,0.005736,0,0.007851,0.00596
1990,5,8,0.009506,0.002262,0.004149,0.003768
1990,5,9,0.00565,0.004515,0.002066,0.001427
1990,5,10,0.007491,0.010112,0.004124,0.004141
1990,5,11,0.013011,0.014461,0.014374,0.019836
1990,5,14,0.005505,0.002193,0.012146,0.007854
1990,5,15,-0.00365,0.012035,0,-0.000891
1990,5,16,-0.001832,-0.002162,0,-0.000715
1990,5,17,-0.001835,0.006501,-0.002,0.002401
1990,5,18,0.001838,-0.006459,-0.004008,0.001082
1990,5,21,0.00367,0.014085,0.004024,0.009424
1990,5,22,0.001828,0.00641,0,0.001591
1990,5,23,-0.001825,0.008493,-0.004008,0.00206
1990,5,24,0.014625,0,-0.008048,-0.000605
1990,5,25,-0.014414,-0.021053,-0.014199,-0.008819
1990,5,29,0.02011,0.030108,0.018519,0.013649
1990,5,30,-0.005376,0.009395,0.016162,0.001174
1990,5,31,-0.000432,-0.007239,0,0.001132
1990,6,1,0.009074,-0.004167,-0.007952,0.005479
1990,6,4,0.01259,0.007322,0.018036,0.01083
1990,6,5,-0.007105,0.003115,-0.005906,-0.001528
1990,6,6,-0.007156,-0.001035,-0.015842,-0.003065
1990,6,7,-0.001802,0,-0.006036,-0.004318
1990,6,8,-0.01083,-0.015544,-0.006073,-0.010225
1990,6,11,0.005474,0.009474,0.010183,0.006612
1990,6,12,0.019964,0.003128,0.012097,0.010805
1990,6,13,0,0.009356,-0.003984,-0.002113
1990,6,14,-0.008897,-0.004119,-0.002,-0.004825
1990,6,15,0.007181,-0.004137,0.006012,-0.000653
1990,6,18,-0.01426,-0.013499,-0.007968,-0.014139
1990,6,19,0.01085,0,0.002008,0.003048
1990,6,20,0.003578,-0.006316,0.01002,0.001133
1990,6,21,0,0.009534,-0.005952,0.002666
1990,6,22,-0.010695,-0.024134,-0.00998,-0.010075
1990,6,25,0,0.003226,-0.008065,-0.008008
1990,6,26,-0.005405,0.001072,-0.010163,-0.000979
1990,6,27,0.001812,0.010707,0.010267,0.006653
1990,6,28,0.001808,-0.003178,0.002033,0.006707
1990,6,29,0,-0.001063,0.002028,0.002162
1990,7,2,0.018051,0.008511,-0.006073,0.003095
1990,7,3,0.008865,-0.007384,0.002037,0.001892
1990,7,5,-0.012302,-0.002125,-0.014228,-0.009799
1990,7,6,0.005338,0.005325,0,0.006203
1990,7,9,0.010619,0.008475,0.006186,0.002169
1990,7,10,-0.008757,-0.010504,-0.012295,-0.006092
1990,7,11,0.019435,0.011677,0.022822,0.010558
1990,7,12,0.017331,0.007345,0.030426,0.010548
1990,7,13,0.020443,0.008333,0.003937,0.004718
1990,7,16,-0.001669,0.011364,0.005882,0.004157
1990,7,17,-0.005017,-0.013279,-0.005848,-0.004099
1990,7,18,0,-0.007246,-0.003922,-0.008369
1990,7,19,0.008403,0.001043,0.035433,0.001463
1990,7,20,-0.013333,-0.019792,-0.007605,-0.00791
1990,7,23,-0.02027,-0.014878,-0.003831,-0.018014
1990,7,24,0.005172,-0.009709,0.030769,0.000538
1990,7,25,0.005146,0,-0.014925,0.003887
1990,7,26,-0.003413,-0.014161,-0.015152,-0.002196
1990,7,27,-0.013699,-0.01547,-0.007692,-0.006244
1990,7,30,0.006944,0.006734,0.00969,0.002913
1990,7,31,-0.012069,-0.005574,0.013052,0.001609
1990,8,1,0.005236,0.001121,0.001916,-0.00148
1990,8,2,-0.019097,-0.016797,0.028681,-0.010981
1990,8,3,-0.012389,-0.014806,-0.005576,-0.017769
1990,8,6,-0.053763,-0.028116,0.016822,-0.031541
1990,8,7,0.018939,-0.008424,-0.007353,0.001972
1990,8,8,0.009294,0.001214,-0.016667,0.010704
1990,8,9,0.001842,0.001212,-0.007533,0.005977
1990,8,10,-0.020221,-0.012107,0,-0.010915
1990,8,13,0.013133,0.017157,0.018975,0.006998
1990,8,14,-0.007407,0.006024,-0.005587,0.002547
1990,8,15,-0.011194,0.005988,-0.003745,0.002826
1990,8,16,-0.020755,-0.011905,0.003759,-0.020372
1990,8,17,-0.013487,-0.022892,-0.007491,-0.014442
1990,8,20,-0.003906,0.008631,0.011321,-0.000806
1990,8,21,-0.029412,-0.017115,-0.020522,-0.01906
1990,8,22,-0.026263,-0.014925,-0.005714,-0.014798
1990,8,23,-0.029046,-0.021465,-0.036398,-0.031438
1990,8,24,0.049145,0.036129,-0.013917,0.013866
1990,8,27,0.034623,0.039851,0.004032,0.030577
1990,8,28,-0.009843,-0.007186,0.016064,0.001008
1990,8,29,-0.003976,0.002413,0.009881,0.007313
1990,8,30,-0.011976,-0.020457,-0.013699,-0.013105
1990,8,31,0.00202,0.001229,0.013889,0.009426
1990,9,4,-0.012097,0.006135,0.007828,0.000751
1990,9,5,-0.016327,-0.00122,0.021359,0.004212
1990,9,6,-0.004149,0,0.007605,-0.009752
1990,9,7,0.010417,0.030525,0.003774,0.007477
1990,9,10,0.008247,0.003555,-0.016917,-0.003219
1990,9,11,0.018405,0.015348,-0.001912,-0.001616
1990,9,12,-0.004016,0.003488,0.011494,0.00294
1990,9,13,-0.02621,-0.026651,-0.005682,-0.010014
1990,9,14,-0.014493,-0.005952,-0.001905,-0.005634
1990,9,17,-0.008403,0.007186,0.015267,0.002187
1990,9,18,-0.006356,0.020214,0.007519,0.001077
1990,9,19,-0.042644,0.01049,0.001866,-0.00504
1990,9,20,-0.009443,-0.004614,-0.020484,-0.01526
1990,9,21,0.013605,-0.010429,0.019011,-0.001765
1990,9,24,-0.024609,-0.016393,-0.001866,-0.020578
1990,9,25,0.020642,0.013095,-0.014953,0.009827
1990,9,26,-0.011236,-0.009401,-0.011385,-0.01026
1990,9,27,-0.061364,-0.00949,-0.024952,-0.014306
1990,9,28,0.05569,0.019162,-0.009843,0.014313
1990,10,1,0.03211,0.024677,0.003976,0.026064
1990,10,2,-0.008889,-0.006881,-0.017822,0.002598
1990,10,3,-0.022422,-0.008083,-0.002016,-0.010359
1990,10,4,-0.002294,0.004657,0.008081,0.001675
1990,10,5,-0.002299,0.003476,-0.022044,-0.004206
1990,10,8,0.004608,0.011547,0,0.00544
1990,10,9,-0.029817,-0.037671,-0.02459,-0.0242
1990,10,10,-0.016548,-0.017794,-0.018908,-0.015049
1990,10,11,-0.014423,-0.024155,-0.029979,-0.017238
1990,10,12,0.034146,-0.007426,-0.011038,0.012312
1990,10,15,0.025943,-0.009975,0.017857,0.008486
1990,10,16,-0.052874,0.001259,-0.006579,-0.013118
1990,10,17,0.021845,0.013836,0.00883,3.1e-05
1990,10,18,0.035629,0.045906,-0.006565,0.021611
1990,10,19,0.018349,0.021352,0.04185,0.017328
1990,10,22,-0.031532,0.001161,-0.014799,0.007822
1990,10,23,0.004651,-0.009281,-0.021459,-0.004446
1990,10,24,-0.039352,0.017564,0.004386,0.000231
1990,10,25,-0.012048,-0.004603,0.015284,-0.005665
1990,10,26,-0.014634,-0.013873,0,-0.015957
1990,10,29,0.007426,-0.005862,-0.010753,-0.008958
1990,10,30,0.036855,0.003538,0.003913,0.004293
1990,10,31,-0.014218,-0.009401,-0.002193,0.000626
1990,11,1,0.007212,0.017794,0.015385,0.008045
1990,11,2,0.011933,0.01049,0.034632,0.015
1990,11,5,0.016509,0.006551,0.01046,0.009587
1990,11,6,-0.009281,0,-0.012422,-0.006512
1990,11,7,-0.025761,-0.012746,-0.037736,-0.015219
1990,11,8,-0.004808,0.00939,0.017429,0.004099
1990,11,9,0.038647,0.025581,0.023555,0.017599
1990,11,12,0.030233,0.024943,-0.006276,0.018458
1990,11,13,0.002257,-0.00885,-0.010526,-0.002914
1990,11,14,-0.004505,0.013393,-0.019149,0.00802
1990,11,15,-0.004525,-0.007709,-0.004338,-0.008522
1990,11,16,0.006818,0.008879,0.008715,-0.000238
1990,11,19,0,0.009901,-0.00216,0.00568
1990,11,20,-0.038375,-0.011983,-0.004329,-0.010236
1990,11,21,0.00939,0.006615,0.015217,0.001044
1990,11,23,-0.002326,-0.013143,-0.014989,-0.001965
1990,11,26,-0.004662,0.011099,0.019565,0.003138
1990,11,27,0.002342,-0.003293,0.004264,0.006752
1990,11,28,-0.016355,-0.009912,0.002123,0.000752
1990,11,29,0.009501,-0.003337,-0.014831,-0.003499
1990,11,30,0.030588,0.014509,0.012903,0.015836
1990,12,3,0.002466,-0.0022,-0.004246,0.006579
1990,12,4,0.02069,0.012128,-0.002132,0.007201
1990,12,5,0.027027,-0.001089,-0.010684,0.011463
1990,12,6,0.008772,-0.027263,-0.023758,-0.001485
1990,12,7,0,0.008969,0.013274,-0.003225
1990,12,10,-0.008696,0.007778,0.0131,0.002381
1990,12,11,-0.004386,-0.00441,-0.010776,-0.005666
1990,12,12,0.004405,0.013289,-0.015251,0.009237
1990,12,13,-0.010965,-0.013115,0,-0.000661
1990,12,14,-0.013304,-0.014396,0.011062,-0.007382
