"X.Y..m..d","BMW.RET"
"1973-11-15",-0.03125633
"1973-11-16",-0.018757149
"1973-11-19",-0.008057453
"1973-11-20",0.005420751
"1973-11-21",0
"1973-11-22",-0.049878259
"1973-11-23",-0.025972009
"1973-11-26",-0.050772325
"1973-11-27",0.024247029
"1973-11-28",0.020676133
"1973-11-29",0.057006818
"1973-11-30",-0.025185646
"1973-12-03",0.01130104
"1973-12-04",0.042967868
"1973-12-05",0.008972023
"1973-12-06",-0.018783422
"1973-12-07",-0.016440821
"1973-12-10",-0.025245322
"1973-12-11",0.025245322
"1973-12-12",-0.011112661
"1973-12-13",0.011112661
"1973-12-14",-0.016715647
"1973-12-17",0.002740264
"1973-12-18",-0.005619094
"1973-12-19",0.003923625
"1973-12-20",0.001695468
"1973-12-21",0.022165856
"1973-12-24",0
"1973-12-25",0
"1973-12-26",0
"1973-12-27",0.029759243
"1973-12-28",0
"1973-12-31",-0.068877999
"1974-01-01",0
"1974-01-02",-0.020080996
"1974-01-03",0.005797899
"1974-01-04",0.012027407
"1974-01-07",0.005167285
"1974-01-08",0.01130104
"1974-01-09",0.005602986
"1974-01-10",0.002724974
"1974-01-11",-0.048453302
"1974-01-14",0.028824303
"1974-01-15",0.002771364
"1974-01-16",0.019704428
"1974-01-17",0.01653142
"1974-01-18",0.016262571
"1974-01-21",-0.043968744
"1974-01-22",0.00832796
"1974-01-23",-0.025327776
"1974-01-24",-0.026122396
"1974-01-25",-0.006432651
"1974-01-28",0.021462383
"1974-01-29",-0.006065935
"1974-01-30",0.021137911
"1974-01-31",0.08570879
"1974-02-01",-0.008174266
"1974-02-04",-0.011210465
"1974-02-05",-0.029417583
"1974-02-06",0.006865888
"1974-02-07",0.002783755
"1974-02-08",-0.00850205
"1974-02-11",0
"1974-02-12",0.017057713
"1974-02-13",-0.008555664
"1974-02-14",-0.020037681
"1974-02-15",-0.010627368
"1974-02-18",-0.015891069
"1974-02-19",0.014717743
"1974-02-20",-0.014717743
"1974-02-21",-0.007841093
"1974-02-22",-0.004144668
"1974-02-25",0.006010838
"1974-02-26",-0.008022506
"1974-02-27",0.002011668
"1974-02-28",-0.00915215
"1974-03-01",-0.012243385
"1974-03-04",-0.012533736
"1974-03-05",0
"1974-03-06",-0.015644962
"1974-03-07",0.02200033
"1974-03-08",0.033584741
"1974-03-11",0.008883055
"1974-03-12",0.020640837
"1974-03-13",0
"1974-03-14",-0.026598358
"1974-03-15",0.008988825
"1974-03-18",-0.005939435
"1974-03-19",-0.003049389
"1974-03-20",-0.018088522
"1974-03-21",0.012095296
"1974-03-22",-0.024338681
"1974-03-25",-0.009351003
"1974-03-26",0.012357702
"1974-03-27",-0.021796973
"1974-03-28",-0.00559442
"1974-03-29",-0.000701508
"1974-04-01",0
"1974-04-02",0.012552466
"1974-04-03",-0.000554554
"1974-04-04",-0.005004876
"1974-04-05",0.002505569
"1974-04-08",-0.009498605
"1974-04-09",-0.038631413
"1974-04-10",-0.020038979
"1974-04-11",0.006822928
"1974-04-12",0
"1974-04-15",0
"1974-04-16",0.058143393
"1974-04-17",-0.012631747
"1974-04-18",-0.022569162
"1974-04-19",-0.026348128
"1974-04-22",0
"1974-04-23",-0.010137236
"1974-04-24",0.013542881
"1974-04-25",-0.023632569
"1974-04-26",0
"1974-04-29",0.010089687
"1974-04-30",-0.020435132
"1974-05-01",0
"1974-05-02",0.010345444
"1974-05-03",0.006787868
"1974-05-06",-0.016521785
"1974-05-07",0.039996344
"1974-05-08",0.00979039
"1974-05-09",-0.046887076
"1974-05-10",-0.010416761
"1974-05-13",-0.024631019
"1974-05-14",-0.021537085
"1974-05-15",0.010746755
"1974-05-16",0.042326924
"1974-05-17",-0.017431988
"1974-05-20",0.003572819
"1974-05-21",-0.003572819
"1974-05-22",0.010526413
"1974-05-23",0
"1974-05-24",0.006905575
"1974-05-27",0
"1974-05-28",0
"1974-05-29",-0.013859169
"1974-05-30",-0.010600255
"1974-05-31",0.00484641
"1974-06-03",0
"1974-06-04",-0.00124844
"1974-06-05",0.003429466
"1974-06-06",0.006978395
"1974-06-07",-0.024561266
"1974-06-10",-0.00364935
"1974-06-11",0.007127614
"1974-06-12",-0.008400081
"1974-06-13",0
"1974-06-14",-0.005906315
"1974-06-17",0
"1974-06-18",-0.003689153
"1974-06-19",0.003689153
"1974-06-20",-0.005941406
"1974-06-21",-0.012315826
"1974-06-24",-0.002285342
"1974-06-25",0.00959591
"1974-06-26",0.007257511
"1974-06-27",-0.036826025
"1974-06-28",-0.011401867
"1974-07-01",0.011401867
"1974-07-02",0.009788548
"1974-07-03",-0.024907263
"1974-07-04",-0.006963935
"1974-07-05",-0.106175195
"1974-07-08",-0.034712317
"1974-07-09",0.008791695
"1974-07-10",0.032909034
"1974-07-11",0.001504608
"1974-07-12",0.008607838
"1974-07-15",0.006685262
"1974-07-16",-0.002594516
"1974-07-17",-0.011759352
"1974-07-18",0.003373949
"1974-07-19",-0.012806201
"1974-07-22",0
"1974-07-23",-0.017205548
"1974-07-24",0.001733937
"1974-07-25",0
"1974-07-26",-0.003277743
"1974-07-29",0
"1974-07-30",-0.001933115
"1974-07-31",0.020682468
"1974-08-01",0.025450475
"1974-08-02",0.020483525
"1974-08-05",0
"1974-08-06",0.012234769
"1974-08-07",0.051069736
"1974-08-08",0.01901934
"1974-08-09",-0.007530786
"1974-08-12",0.007530786
"1974-08-13",0.033284489
"1974-08-14",-0.003715975
"1974-08-15",-0.04468723
"1974-08-16",0.033783061
"1974-08-19",0.003593601
"1974-08-20",-0.022257946
"1974-08-21",-0.007530786
"1974-08-22",-0.023110629
"1974-08-23",-0.007766024
"1974-08-26",0
"1974-08-27",-0.015715357
"1974-08-28",-0.003879391
"1974-08-29",-0.044066357
"1974-08-30",0.036084053
"1974-09-02",0.023758267
"1974-09-03",0
"1974-09-04",-0.02786285
"1974-09-05",-0.008079764
"1974-09-06",0.012184347
"1974-09-09",-0.004104583
"1974-09-10",0
"1974-09-11",0.004104583
"1974-09-12",-0.012184347
"1974-09-13",-0.02058173
"1974-09-16",-0.025157387
"1974-09-17",0.01275097
"1974-09-18",0
"1974-09-19",0.024842569
"1974-09-20",0.008145579
"1974-09-23",0
"1974-09-24",0.043738236
"1974-09-25",-0.011803643
"1974-09-26",-0.034461669
"1974-09-27",0.002527077
"1974-09-30",-0.058654777
"1974-10-01",0.050509198
"1974-10-02",0.016225342
"1974-10-03",-0.0041215
"1974-10-04",-0.01775409
"1974-10-07",0.006376992
"1974-10-08",0.0220934
"1974-10-09",-0.018829571
"1974-10-10",0.012234769
"1974-10-11",-0.008079764
"1974-10-14",-0.012334639
"1974-10-15",0.028429407
"1974-10-16",0
"1974-10-17",-0.024240347
"1974-10-18",-0.008212474
"1974-10-21",-0.008280478
"1974-10-22",0
"1974-10-23",0.02391716
"1974-10-24",-0.028176031
"1974-10-25",0.008315672
"1974-10-28",0.004223677
"1974-10-29",0
"1974-10-30",0.0285424
"1974-10-31",0
"1974-11-01",0.011861695
"1974-11-04",-0.028201048
"1974-11-05",-0.020483525
"1974-11-06",-0.008349617
"1974-11-07",0.004090746
"1974-11-08",0.032855666
"1974-11-11",0.012136504
"1974-11-12",0.002480512
"1974-11-13",-0.022730285
"1974-11-14",0.043916405
"1974-11-15",0.003976836
"1974-11-18",0.034430604
"1974-11-19",-0.026695283
"1974-11-20",0
"1974-11-21",0.006315631
"1974-11-22",0.005260937
"1974-11-25",-0.007645947
"1974-11-26",0.015233876
"1974-11-27",0.026195132
"1974-11-28",-0.033783061
"1974-11-29",0.073563768
"1974-12-02",0
"1974-12-03",-0.007101742
"1974-12-04",-0.00364935
"1974-12-05",0.00364935
"1974-12-06",-0.001426421
"1974-12-09",-0.005885645
"1974-12-10",-0.021773298
"1974-12-11",0
"1974-12-12",0.00876629
"1974-12-13",-0.001455722
"1974-12-16",-0.025907335
"1974-12-17",-0.026425841
"1974-12-18",0.011362795
"1974-12-19",0.011401867
"1974-12-20",0.007474497
"1974-12-23",-0.018876364
"1974-12-24",0
"1974-12-25",0
"1974-12-26",0
"1974-12-27",0.018876364
"1974-12-30",0.012498107
"1974-12-31",0
"1975-01-01",0
"1975-01-02",0.020542574
"1975-01-03",0.035389397
"1975-01-06",-0.017459524
"1975-01-07",-0.014413808
"1975-01-08",0.021465471
"1975-01-09",0.027719668
"1975-01-10",0.020296871
"1975-01-13",-0.020296871
"1975-01-14",-0.041873073
"1975-01-15",-0.00364935
"1975-01-16",0.024805039
"1975-01-17",0.018588752
"1975-01-20",-0.044666259
"1975-01-21",-0.024163547
"1975-01-22",0.007310568
"1975-01-23",-0.001295757
"1975-01-24",0.001295757
"1975-01-27",0.01446273
"1975-01-28",-0.003516066
"1975-01-29",0.066278121
"1975-01-30",0.013542881
"1975-01-31",-0.003405645
"1975-02-03",0.016621696
"1975-02-04",0.013043663
"1975-02-05",0.009743593
"1975-02-06",0.040930359
"1975-02-07",0.029269066
"1975-02-10",0.007020361
"1975-02-11",-0.007020361
"1975-02-12",-0.017025681
"1975-02-13",0.019282868
"1975-02-14",-0.005319161
"1975-02-17",0.024887716
"1975-02-18",0.017405197
"1975-02-19",-0.002815822
"1975-02-20",0.036866476
"1975-02-21",0.008365161
"1975-02-24",0.002691462
"1975-02-25",-0.019492352
"1975-02-26",0.005590424
"1975-02-27",0.008388897
"1975-02-28",-0.002829552
"1975-03-03",0.011148661
"1975-03-04",0.013552966
"1975-03-05",-0.01087624
"1975-03-06",0.002790756
"1975-03-07",0.008085484
"1975-03-10",0.016213994
"1975-03-11",0.013158085
"1975-03-12",0.015748357
"1975-03-13",0.005156718
"1975-03-14",-0.012999895
"1975-03-17",-0.00790518
"1975-03-18",-0.005265942
"1975-03-19",-0.007892143
"1975-03-20",-0.013453385
"1975-03-21",0.013453385
"1975-03-24",0.012223942
"1975-03-25",0.000934143
"1975-03-26",0.020905075
"1975-03-27",0.007628844
"1975-03-28",0
"1975-03-31",0
"1975-04-01",0.007683654
"1975-04-02",0.002585578
"1975-04-03",0.017473039
"1975-04-04",0.01728141
"1975-04-07",0.0217738
"1975-04-08",0.007188952
"1975-04-09",-0.002425778
"1975-04-10",0.032823886
"1975-04-11",0.013297663
"1975-04-14",0.020658386
"1975-04-15",0.006694256
"1975-04-16",-0.013334189
"1975-04-17",-0.011299555
"1975-04-18",0.020208741
"1975-04-21",0.012438337
"1975-04-22",0.020329232
"1975-04-23",0.024680982
"1975-04-24",0.023632197
"1975-04-25",-0.018620121
"1975-04-28",-0.029693058
"1975-04-29",0.012793351
"1975-04-30",0.014768004
"1975-05-01",0
"1975-05-02",0.00416648
"1975-05-05",-0.01180366
"1975-05-06",0.02219026
"1975-05-07",-0.033567374
"1975-05-08",0
"1975-05-09",0.002172579
"1975-05-12",-0.008147842
"1975-05-13",-0.026508854
"1975-05-14",-0.017739698
"1975-05-15",-0.017250453
"1975-05-16",0.012666032
"1975-05-19",0
"1975-05-20",0.013493607
"1975-05-21",-0.008909186
"1975-05-22",0.004464515
"1975-05-23",-0.004961804
"1975-05-26",0
"1975-05-27",-0.040710083
"1975-05-28",-0.03329076
"1975-05-29",0
"1975-05-30",0.026219918
"1975-06-02",0.018609035
"1975-06-03",0.047408878
"1975-06-04",-0.013275184
"1975-06-05",-0.006754098
"1975-06-06",0.017780002
"1975-06-09",-0.013305277
"1975-06-10",-0.006769563
"1975-06-11",-0.009030766
"1975-06-12",-0.01370093
"1975-06-13",-0.002353063
"1975-06-16",-0.002255948
"1975-06-17",0
"1975-06-18",0.004609011
"1975-06-19",0.004587866
"1975-06-20",0.026301456
"1975-06-23",-0.001388063
"1975-06-24",-0.004474725
"1975-06-25",-0.011325603
"1975-06-26",-0.002219981
"1975-06-27",-0.00648629
"1975-06-30",0.009210125
"1975-07-01",0.013508986
"1975-07-02",0.047743616
"1975-07-03",-0.008660535
"1975-07-04",-0.009411382
"1975-07-07",0.020154462
"1975-07-08",0.001323002
"1975-07-09",-0.018490805
"1975-07-10",0.015085258
"1975-07-11",0.002082545
"1975-07-14",-0.004264399
"1975-07-15",-0.019466501
"1975-07-16",0.006563097
"1975-07-17",0.004319661
"1975-07-18",-0.006534715
"1975-07-21",0.004329219
"1975-07-22",-0.004329219
"1975-07-23",-0.01310126
"1975-07-24",-0.008830513
"1975-07-25",0.019808424
"1975-07-28",-0.002224695
"1975-07-29",0.021648355
"1975-07-30",0.019053559
"1975-07-31",-0.010561339
"1975-08-01",0.002064953
"1975-08-04",-0.006302048
"1975-08-05",-0.012055773
"1975-08-06",-0.024850203
"1975-08-07",-0.004415451
"1975-08-08",0.018994386
"1975-08-11",-0.003576438
"1975-08-12",0.008677262
"1975-08-13",-0.002114166
"1975-08-14",-0.007338065
"1975-08-15",-0.012383757
"1975-08-18",-0.000883436
"1975-08-19",0.000883436
"1975-08-20",-0.008869675
"1975-08-21",-0.022625853
"1975-08-22",0.013576917
"1975-08-25",0
"1975-08-26",-0.020384157
"1975-08-27",-0.00695655
"1975-08-28",0.004609011
"1975-08-29",0.006924671
"1975-09-01",-0.013897628
"1975-09-02",0.006972957
"1975-09-03",-0.002353063
"1975-09-04",0.009277734
"1975-09-05",0.006776259
"1975-09-08",0.027733998
"1975-09-09",0.005865119
"1975-09-10",-0.017798788
"1975-09-11",-0.002185142
"1975-09-12",0.017739698
"1975-09-15",-0.006664731
"1975-09-16",-0.015659388
"1975-09-17",-0.008526911
"1975-09-18",-0.007280113
"1975-09-19",0.011301836
"1975-09-22",-0.002209946
"1975-09-23",-0.00909189
"1975-09-24",0
"1975-09-25",-0.002336806
"1975-09-26",-0.004587866
"1975-09-29",-0.000817829
"1975-09-30",-0.006155128
"1975-10-01",0.002363946
"1975-10-02",0.00695655
"1975-10-03",0.015878968
"1975-10-06",0.013554124
"1975-10-07",-0.018079701
"1975-10-08",0.004525577
"1975-10-09",0
"1975-10-10",0.031215494
"1975-10-13",0
"1975-10-14",0.006591726
"1975-10-15",-0.015383421
"1975-10-16",-0.002259222
"1975-10-17",0.002259222
"1975-10-20",0.021835988
"1975-10-21",0.003545593
"1975-10-22",-0.005659759
"1975-10-23",-0.002215054
"1975-10-24",-0.006480653
"1975-10-27",-0.002234421
"1975-10-28",0.017354851
"1975-10-29",-0.002105062
"1975-10-30",0.004301082
"1975-10-31",-0.004301082
"1975-11-03",0.008583744
"1975-11-04",-0.002091454
"1975-11-05",-0.008697785
"1975-11-06",-0.008677262
"1975-11-07",-0.003492098
"1975-11-10",0.016479918
"1975-11-11",0.017152754
"1975-11-12",0
"1975-11-13",0.008420708
"1975-11-14",0.002140631
"1975-11-17",0.006209761
"1975-11-18",-0.002034777
"1975-11-19",0
"1975-11-20",-0.004174984
"1975-11-21",-0.002140631
"1975-11-24",0.003812717
"1975-11-25",0.036095789
"1975-11-26",0.00330697
"1975-11-27",-0.002054398
"1975-11-28",0.02786285
"1975-12-01",0.023206886
"1975-12-02",-0.019301478
"1975-12-03",-0.009836002
"1975-12-04",0.002009875
"1975-12-05",0.003485842
"1975-12-08",0.002346093
"1975-12-09",0.001994191
"1975-12-10",-0.009136457
"1975-12-11",0.00131033
"1975-12-12",-0.005953962
"1975-12-15",-0.009618428
"1975-12-16",0.007596539
"1975-12-17",0.029394755
"1975-12-18",0.013326174
"1975-12-19",0.02998439
"1975-12-22",0.001880238
"1975-12-23",0.012821729
"1975-12-24",0
"1975-12-25",0
"1975-12-26",0
"1975-12-29",0
"1975-12-30",-0.014701966
"1975-12-31",0
"1976-01-01",0
"1976-01-02",0.023372541
"1976-01-05",0.007565236
"1976-01-06",-0.012613931
"1976-01-07",-0.018323847
"1976-01-08",-0.003688982
"1976-01-09",-0.009323885
"1976-01-12",-0.005569656
"1976-01-13",-0.007530786
"1976-01-14",0.011275018
"1976-01-15",0.011149308
"1976-01-16",0
"1976-01-19",0
"1976-01-20",-0.007419043
"1976-01-21",-0.015005283
"1976-01-22",-0.00953634
"1976-01-23",0.027928237
"1976-01-26",0.000329788
"1976-01-27",-0.003716402
"1976-01-28",-0.001904841
"1976-01-29",-0.001825424
"1976-01-30",0.007446667
"1976-02-02",0
"1976-02-03",-0.003716402
"1976-02-04",0.007090474
"1976-02-05",0.01135494
"1976-02-06",0.003648603
"1976-02-09",0
"1976-02-10",-0.003648603
"1976-02-11",0.003324822
"1976-02-12",-0.00511344
"1976-02-13",-0.00554877
"1976-02-16",-0.003688982
"1976-02-17",0.007364406
"1976-02-18",0.005528469
"1976-02-19",0.001782098
"1976-02-20",-0.003648603
"1976-02-23",0.003648603
"1976-02-24",-0.003648603
"1976-02-25",0
"1976-02-26",0.003000935
"1976-02-27",-0.008458086
"1976-03-01",-0.001880238
"1976-03-02",0.00554877
"1976-03-03",-0.00554877
"1976-03-04",-0.00549745
"1976-03-05",-0.009340841
"1976-03-08",0.007446667
"1976-03-09",0.001894174
"1976-03-10",0.015835773
"1976-03-11",0.016943433
"1976-03-12",-0.001753268
"1976-03-15",-0.011552475
"1976-03-16",0.002498289
"1976-03-17",-0.001449859
"1976-03-18",-0.016826245
"1976-03-19",-0.013036488
"1976-03-22",0.009340841
"1976-03-23",0.001808467
"1976-03-24",-0.001808467
"1976-03-25",-0.003791943
"1976-03-26",-0.011212276
"1976-03-29",0.007488802
"1976-03-30",-0.001825424
"1976-03-31",-0.003744232
"1976-04-01",-0.007530786
"1976-04-02",0
"1976-04-05",-0.005727778
"1976-04-06",-0.028967661
"1976-04-07",-0.015422668
"1976-04-08",0.015422668
"1976-04-09",0.015530942
"1976-04-12",-0.019451661
"1976-04-13",0
"1976-04-14",0.011716341
"1976-04-15",0.00773532
"1976-04-16",0
"1976-04-19",0
"1976-04-20",0
"1976-04-21",-0.001971119
"1976-04-22",-0.02150434
"1976-04-23",0.002013923
"1976-04-26",-0.005965977
"1976-04-27",0.003952054
"1976-04-28",-0.011903328
"1976-04-29",-0.003999472
"1976-04-30",-0.015797833
"1976-05-03",-0.012747145
"1976-05-04",0.010301381
"1976-05-05",0.022243069
"1976-05-06",-0.014113678
"1976-05-07",-0.012219005
"1976-05-10",-0.012370158
"1976-05-11",0.002486304
"1976-05-12",-0.004239638
"1976-05-13",-0.008719907
"1976-05-14",0.006315615
"1976-05-17",0.018620121
"1976-05-18",0.006070234
"1976-05-19",-0.001989151
"1976-05-20",-0.016517235
"1976-05-21",-0.004149192
"1976-05-24",0.012487537
"1976-05-25",-0.016654017
"1976-05-26",0.006289329
"1976-05-27",0
"1976-05-28",0.004140412
"1976-05-31",0.014403166
"1976-06-01",0.010085633
"1976-06-02",-0.004040047
"1976-06-03",-0.010126669
"1976-06-04",0.003266198
"1976-06-07",0
"1976-06-08",0.004879381
"1976-06-09",-0.012243385
"1976-06-10",-0.004206297
"1976-06-11",0.004206297
"1976-06-14",0
"1976-06-15",-0.012487537
"1976-06-16",0.0103866
"1976-06-17",0
"1976-06-18",0.008196021
"1976-06-21",-0.001997277
"1976-06-22",0
"1976-06-23",-0.006198744
"1976-06-24",0.004106407
"1976-06-25",0
"1976-06-28",-0.018659487
"1976-06-29",0.01244772
"1976-06-30",-0.004132048
"1976-07-01",-0.008315672
"1976-07-02",0.003796828
"1976-07-05",0.002492501
"1976-07-06",0.005425051
"1976-07-07",-0.005425051
"1976-07-08",-0.010473241
"1976-07-09",-0.006355756
"1976-07-12",0.004210533
"1976-07-13",0.006329135
"1976-07-14",0
"1976-07-15",0.00416648
"1976-07-16",0.003412815
"1976-07-19",0
"1976-07-20",0.002850446
"1976-07-21",-0.006263261
"1976-07-22",0.0103866
"1976-07-23",0.002100937
"1976-07-26",0.005369263
"1976-07-27",-0.001271456
"1976-07-28",-0.029137226
"1976-07-29",-0.004219218
"1976-07-30",-0.009345421
"1976-08-02",-0.001328652
"1976-08-03",-0.015118458
"1976-08-04",0.007874813
"1976-08-05",0.002960984
"1976-08-06",-0.002960984
"1976-08-09",-0.007874813
"1976-08-10",-0.004348043
"1976-08-11",0.007908992
"1976-08-12",-0.005684297
"1976-08-13",0.002123348
"1976-08-16",0
"1976-08-17",0.027857484
"1976-08-18",0.029017005
"1976-08-19",-0.002188384
"1976-08-20",-0.006685925
"1976-08-23",0
"1976-08-24",-0.004513017
"1976-08-25",-0.018070536
"1976-08-26",-0.006885196
"1976-08-27",0.006885196
"1976-08-30",0
"1976-08-31",0.017239396
"1976-09-01",-0.004537255
"1976-09-02",0.000927644
"1976-09-03",0
"1976-09-06",-0.002320725
"1976-09-07",-0.000371816
"1976-09-08",0.002228827
"1976-09-09",-0.004089985
"1976-09-10",-0.018235302
"1976-09-13",0.006900817
"1976-09-14",-0.004626796
"1976-09-15",-0.00227402
"1976-09-16",0.003692661
"1976-09-17",-0.008732851
"1976-09-20",0.000381279
"1976-09-21",0.011559727
"1976-09-22",0.015888185
"1976-09-23",0.004440751
"1976-09-24",-0.004440751
"1976-09-27",-0.002320725
"1976-09-28",-0.005872226
"1976-09-29",-0.00046753
"1976-09-30",0.008660482
"1976-10-01",0.011156817
"1976-10-04",-0.031671798
"1976-10-05",0.002268861
"1976-10-06",-0.009201791
"1976-10-07",-0.000381279
"1976-10-08",-0.00190858
"1976-10-11",-0.023485013
"1976-10-12",-0.041225459
"1976-10-13",0.002036039
"1976-10-14",0.012732589
"1976-10-15",-0.00735705
"1976-10-18",0.004843602
"1976-10-19",-0.001511107
"1976-10-20",0.004024555
"1976-10-21",0.009195467
"1976-10-22",-0.009195467
