"VaR_nonp" "VaR_par" "ES_nonp" "ES_par"
341.0787 335.231337510763 818.01044 474.231407451064
351.6964 335.02544876127 769.8658 582.585974563245
341.2898 334.733725180532 834.42792 589.201252994827
331.0513 303.642050880846 508.53196 466.748147943849
355.6067 324.766816091955 621.8122 526.248604946352
346.0001 313.215357600257 595.83608 518.383397137993
331.1711 322.42550112794 521.49212 494.956602064835
331.2874 338.226895882528 559.23112 527.828772177084
363.3596 338.413443291052 633.5896 596.177180187123
340.964 323.97307843387 758.290530612245 574.093349648724
298.9149 321.649407692281 646.92368 547.146577958831
337.432 327.241561158556 723.039083333333 525.895090345487
340.964 319.26448638728 544.009673469388 440.559962488424
318.908 326.182558788368 549.984 527.628578451157
326.3242 314.216377101384 655.40776 525.591156598744
337.5503 338.604238620328 661.10748 560.69848361232
303.804 312.134467488532 572.718775510204 489.007832251125
331.0513 328.247706587924 848.05176 600.821198801131
339.798 330.56830566541 744.672448979592 573.851230715459
337.432 326.04496254551 650.591632653061 598.343893064305
326.08 304.706138627968 544.79787755102 477.664036666099
337.432 339.197096741002 597.298041666667 570.902826363289
339.7581 341.010732757862 641.9432 576.113182070099
345.5773 336.815477192999 691.9536 573.424364028424
337.432 317.315498878933 523.788244897959 448.3623686687
339.7581 320.164474413797 555.64328 503.71768729268
335.3385 328.103516009408 577.133 534.29041918161
332.71 322.98665366051 588.13425 449.03233266931
286.284 301.323968461267 531.934367346939 455.908667811022
331.0513 323.683282289644 732.81928 561.064131649399
347.1853 345.980819029684 650.24336 589.0930566569
332.71 322.74674540311 722.128775510204 569.937264392152
341.1937 328.638722700941 739.2898 547.996548298172
310.5026 309.492792489799 608.25032 498.159041005387
286.724 303.568020634742 632.32636 508.04818816513
345.5773 329.213622998728 546.13352 508.411337181496
363.334 347.624304088829 862.042666666667 582.680945187452
339.8164 321.806000298417 730.0608 542.1088294895
322.6353 328.302081901727 640.01552 545.523071260496
339.8164 315.720924913695 723.12992 578.045033630704
337.5482 330.873643654367 642.0302 565.862978785043
339.7581 324.434726454895 477.3088 486.085540746755
339.7581 318.187381729723 573.4768 456.406997512714
319.0853 315.632176824375 435.40644 487.297155268924
339.8164 329.724126475941 703.0322 569.552919046843
339.8563 333.244539560776 624.18124 527.209046037446
335.2223 315.306979579423 641.51524 533.169187951812
332.71 323.964030792076 640.193833333333 528.78818001961
370.992 336.263014108104 649.325224489796 563.635237008752
326.3242 336.975076954121 596.65808 572.20520722247
293.8362 300.225813711116 495.18592 415.817732160784
347.2883 340.20289983476 741.35616 555.23368294725
330.964 305.082992893289 564.103591836735 508.013347567933
339.8164 309.743921876223 628.19192 506.824273636325
343.373 336.358963346974 739.2202 633.853948109472
312.5582 312.317283003109 495.27108 417.782552290263
311.7247 317.112110269676 726.08396 554.298210620517
372.2609 335.115817095349 988.787 483.007967897537
333.0644 313.396911327777 546.79736 514.583603448222
293.564 312.995910702339 562.467755102041 525.264092078193
298.9149 304.091027101911 544.91004 492.160858245473
335.2223 326.09845121787 548.35828 520.331595842574
343.258 337.46299659598 804.281020408163 572.279373479174
347.5786 334.772906401992 744.22592 588.272741563452
332.8298 333.047714884385 644.33 582.196509742594
339.7581 328.588310353275 642.29452 591.070753124489
347.6816 317.253911532433 533.01384 518.951429025576
281.7703 294.832515949153 438.80204 450.477762032927
322.6353 328.037926115816 582.10628 506.563678382314
322.6353 323.771793979177 549.44004 539.566667392344
337.5482 310.854768661485 480.96144 452.527535020898
318.908 313.835977430349 618.067428571429 541.702205248514
339.8563 332.450489273511 656.89436 525.355854769561
332.8298 330.788063210632 608.295 581.650046690323
332.71 319.956147556235 786.576775510204 539.135457265672
337.5482 329.656873536823 616.18772 548.121596442443
312.5582 324.399813007825 630.45856 584.418295460899
340.964 326.7142015035 629.519387755102 586.409174522683
318.908 316.820517126907 696.121416666667 568.913453599791
310.5026 314.952533855914 660.69008 560.621530158696
332.9461 334.087922214764 673.3796 539.308048721926
332.9461 330.377169832745 629.95224 541.924308279297
293.564 304.758615032858 487.829428571429 525.570534228466
345.5773 311.798970546535 528.59808 522.26058255576
311.0673 311.930896663081 665.85788 512.448154052851
332.9461 334.219271585975 603.46432 560.715049595926
337.5482 311.9561206371 624.60848 520.870776337265
311.2132 307.008850680944 531.20052 432.19924810109
345.944 328.620590087184 549.699102040816 538.040626869002
330.964 317.002693121934 630.961551020408 514.631176880258
347.5786 335.850155790859 672.31448 586.12881488992
304.1372 305.280656633611 555.30332 491.978858364132
296.9343 312.259930570402 619.91172 533.063336423695
345.944 320.197995792899 592.462285714286 453.300248902316
299.2478 330.320836900981 691.1364 551.596863382297
311.2132 304.837975082202 575.1826 532.376697217939
286.724 305.023465964846 593.47808 482.74821150955
345.558 337.281882116001 713.586857142857 598.247210884891
293.6969 318.859759653603 573.23948 572.026643446409
343.3923 334.731939766219 660.56988 606.320905364936
339.8164 321.464889723302 826.00244 547.694267744242
343.5677 320.438579241796 525.04272 496.388752284459
343.258 319.525202160803 548.420081632653 448.722390109924
331.0513 305.170993561957 545.77056 498.297571822334
341.0787 315.939013139729 603.35828 524.664814172888
349.555 329.442745966753 635.51336 533.122687391555
339.8563 303.964652140978 534.76888 501.213763236814
351.512 326.98739260318 537.398833333333 445.341596481496
347.0867 344.832066804676 747.31352 565.687943183722
341.0787 331.574481534755 833.26912 615.320881106088
322.6353 311.708133844415 736.857 535.206548879996
347.48 331.841202407895 623.862979591837 567.239516689302
345.5773 346.907924445405 808.81864 599.665325143601
345.5773 324.483940004244 667.06388 539.980615396594
345.944 330.686046767854 618.280040816327 545.505413075846
371.0354 339.267118165046 866.89532 607.528629159357
340.964 342.624933842003 704.199469387755 575.0839989608
322.6353 307.923265968558 566.0752 504.51001011024
351.512 346.564630349797 728.588653061224 588.605207157691
345.558 323.923710773949 523.924448979592 502.850892881027
332.8298 302.01398226502 573.70204 496.295386538707
363.3596 337.643082682288 704.2244 563.705494665616
322.454 309.443370481441 721.445510204082 521.399042236327
351.512 322.829500073522 612.36706122449 514.319085364932
335.2223 324.422397066428 653.70968 530.654398577504
349.452 341.162937152438 706.639714285714 579.318016354024
339.8563 351.042459888459 785.96332 582.60172615438
326.3242 333.820648915676 734.44748 585.860245833807
347.48 317.64492800818 638.19893877551 531.869103636284
347.48 358.869852947253 710.815224489796 648.854331240902
310.5026 307.208758331797 594.49556 501.133853632091
351.6964 356.043720530089 700.87984 593.980866642801
347.4727 322.060200293413 941.88152 462.23077202422
337.432 314.570446637007 507.267183673469 505.954106185233
339.756 343.088015627935 584.90906122449 571.359913735443
326.7638 312.621799373703 646.13964 529.160356398226
343.3923 327.951662086102 714.82448 551.816108893418
322.454 302.915022402572 507.974489795918 418.514070954824
349.452 350.226557372081 820.765829787234 616.872142987289
345.558 327.033484348344 718.759836734694 540.909260553501
326.08 308.844491037584 645.902448979592 494.356058060124
337.5482 321.785082574065 562.66484 538.447231649156
339.756 322.621584322095 643.146081632653 504.706718464675
345.944 345.983510128899 764.622571428571 580.116054307263
335.3385 302.975805353854 494.74768 419.196384464915
319.0853 315.940114470132 655.18292 556.449721051752
349.7394 315.89728031689 905.80888 457.406472462893
311.7247 304.869863610705 498.0024 465.430720809154
331.1711 334.515485971663 741.8126 606.378188846319
339.8563 318.837554254553 715.36816 546.756584350094
330.964 323.405489198433 608.479416666667 541.702606866612
337.432 313.930369912037 542.216244897959 493.824582582451
335.2223 324.966371387627 768.78076 562.451006078503
319.0853 312.785542773772 635.8542 549.412392380536
343.373 319.226599157638 613.98204 533.976705613363
322.8795 328.168892760179 645.19748 572.187607253206
346.0001 336.340682984546 593.49252 541.075572175904
299.008 309.922992137727 552.160530612245 513.519808081674
335.2223 332.709571225296 786.94808 620.299884851553
351.6964 357.09400152698 670.15296 636.074154057736
340.964 315.278033009657 912.84493877551 445.821259001888
345.944 325.243343526805 647.772666666667 522.595783121035
346.0001 329.404283811887 555.14072 468.750509735579
339.798 332.052252904497 686.582734693878 584.95417044234
343.373 343.370559139028 674.9936 545.201864261209
337.432 312.17647701104 469.489416666667 431.207751412417
322.454 316.638530690122 666.2015 493.338522871038
347.0867 320.796432847371 617.14628 577.409789156096
332.71 312.567718687007 555.486979591837 547.231880738787
335.106 322.681289471795 610.588040816326 558.343707293888
339.756 324.77158012407 609.041416666667 504.229345054815
312.5582 300.756282706659 609.94028 464.53740203808
345.944 322.852182964382 545.348979591837 520.194509997987
339.798 320.290783938153 611.357666666667 538.002352369099
322.9668 322.496331932282 657.96612 554.475877277006
333.0623 336.748184077614 654.81912 664.917209213532
339.7581 339.650572395615 565.99852 578.185278297771
335.2223 316.136329876035 585.15144 507.191334514544
296.222 294.140550816727 510.310816326531 459.061580727047
352.1031 339.153769944491 953.58408 460.289268772091
322.9668 321.739926748912 611.698 530.926222236435
343.3923 340.155568211147 620.29764 580.312270274063
337.5503 312.398907274142 519.59884 476.335764861237
343.373 325.190793300444 752.05284 575.78589541139
312.7355 304.66379097399 527.41728 426.474765963231
343.373 315.089287481109 510.22636 477.904943040081
351.6964 327.323857922306 633.2016 543.448427270692
335.106 306.215608194331 536.631591836735 434.199000949095
340.964 352.925675391433 804.334653061224 673.76753249164
335.106 310.925701046521 547.258612244898 434.695669139585
345.558 310.517383907303 677.352448979592 539.465404174253
335.2223 314.886164116816 543.37744 502.988335683534
340.086 321.654469232657 506.63444 441.445195220596
339.798 345.756194489359 677.101632653061 560.460258221849
339.756 318.871079792763 631.395875 516.451525891818
351.6964 340.909872163739 605.42308 546.356913750573
349.7394 346.717208862923 647.73564 583.367600631357
349.555 356.174360550783 621.07196 706.908533181736
339.756 340.741373756045 561.606857142857 580.801896858317
345.5773 324.952394677761 693.8888 539.969723232723
304.1372 317.806702038633 586.71384 526.039961022867
296.222 317.243523096848 474.662285714286 436.317275322104
311.2132 310.523816238472 536.44008 517.228725737064
335.2223 309.425861873682 571.5388 519.099455955116
347.1853 341.752499974246 716.46392 580.831368531678
319.2666 303.620163484093 488.12948 415.168565856643
303.804 308.17755369208 554.719469387755 475.031114818584
339.8164 333.879133737724 805.28128 453.034152238812
326.08 335.635355735008 615.207387755102 608.366567825061
326.3242 322.122564985968 650.77552 578.423113606464
310.5558 303.954232175454 611.40252 500.090658031768
335.3385 315.297416748575 568.08444 513.444544920085
345.5773 343.400405594723 539.16008 520.731661802437
311.5474 301.147200609229 555.46324 466.814147540826
355.6067 339.675593038288 562.82288 519.049526295736
351.512 339.313220592503 746.912081632653 600.343036984369
330.964 327.012492237359 720.742204081633 574.281127205971
335.2223 310.387398721605 481.38668 486.560859896154
312.9168 318.070824852753 680.86428 546.845691643308
339.7581 328.885044841257 705.33788 558.598841007723
371.0354 353.357227904724 800.4236 624.961685232592
277.0712 317.927947736252 608.06436 544.579422739316
345.558 320.554491129586 582.99787755102 517.792052442629
319.2666 312.449348614284 679.1154 543.478442219776
347.0867 329.886865778983 494.36396 512.205786996557
331.0513 325.524967406835 575.28116 507.752873641429
337.5482 325.909028242049 765.57672 560.149726622644
332.71 312.484802117345 596.632734693878 517.472419048763
293.564 297.058644502578 508.389795918367 425.664572983042
311.5474 323.467423744593 643.10876 523.95212004489
299.581 321.613243497105 582.99564 541.722042233073
337.5482 315.143245649479 745.35512 529.284980666133
339.8563 328.958948181362 618.86348 549.115307618828
346.0208 314.588831852656 612.89644 457.374012165591
310.5026 326.064943101878 643.07068 543.298539284293
339.971 320.186518420361 648.85656 565.116188574614
340.964 324.737965644151 669.322367346939 532.220818912027
341.213 327.252202497321 666.0228 579.239399151188
335.2223 321.643499703016 717.41388 559.413599490858
284.854 298.818342222151 440.75987755102 457.479431683747
339.7581 322.340914510675 515.72816 497.602166756998
339.8563 300.986152858635 513.18592 435.26332294033
337.432 314.527689567345 761.833836734694 571.476697117417
296.222 304.780751023121 540.931387755102 499.385175673554
345.944 340.109715184049 799.824816326531 539.913160085733
339.7581 308.409494310257 469.01876 425.187299346198
371.0354 331.134574985906 912.66584 450.077439627678
319.0853 320.066915720918 627.85132 554.618873104269
322.9668 326.998521998793 672.58488 551.851403626254
311.16 319.987534170244 587.416775510204 539.366503811962
337.432 327.846847133153 653.383458333333 567.131718748123
326.3242 329.524595518961 636.82516 543.531666603295
310.5026 316.328908260747 685.8798 568.502857923216
319.0853 304.612651629514 505.77484 419.511574767433
355.2 325.048224753842 762.066 576.235059092183
341.0787 343.049154135189 725.0952 591.141990093437
347.48 335.050089978881 578.364897959184 536.503940150083
310.5558 304.225451307168 523.42396 468.718870304072
340.0461 309.285060123323 546.82872 510.511337441041
304.1718 309.913997280477 596.07084 511.008874603872
347.0867 337.20371903355 583.83304 576.666131950557
311.16 303.641132060154 601.332040816327 539.511213423594
339.7581 331.329923948052 530.49792 550.938239648783
337.5503 336.743841460308 640.35028 573.686042980022
337.432 318.253643869295 602.889739130435 522.504706174832
319.0853 331.984415583011 557.28952 523.912578284163
326.08 309.493430418612 582.102857142857 510.023096047621
311.2132 311.297332053763 542.08084 471.243609533885
349.452 344.669460053881 739.966304347826 575.459395877969
337.7233 339.863232848198 748.79228 556.78159484586
326.3242 318.456495349685 467.55948 505.776712293408
343.373 301.051830197123 599.0342 500.552045054552
332.8298 310.896231834329 600.01972 531.917512764374
343.258 307.451403744833 587.129469387755 460.570407771138
339.756 333.80601318575 733.408163265306 574.872436836972
331.1711 331.221681655365 663.60492 582.038636357348
332.71 309.048320285704 547.158448979592 439.914189939545
322.6353 299.680849438202 485.58524 469.027543807133
345.5773 331.401412986305 634.23612 538.81917229736
345.5773 324.590814376413 563.76564 523.800251442227
339.7581 321.388091376899 535.44568 464.786495346901
346.0001 337.028708911192 624.68856 538.950137715728
337.432 302.11052617896 634.967125 538.991801407878
339.798 310.369676687315 513.708553191489 492.482758389068
332.71 314.427353969666 570.100041666667 545.170210687266
326.3242 336.791616196212 556.76272 575.103667596989
337.5482 328.021168164221 572.08556 518.992785944813
339.7581 335.252252215013 592.22548 555.373087325106
346.0001 329.445687152103 655.15084 542.552034816777
311.5474 312.104845554612 645.35544 541.273894352567
319.5108 311.253526180279 598.7164 545.828162011926
339.798 331.173965730993 558.142204081633 538.314547421585
332.71 293.722474312194 547.464791666667 424.57615566204
319.0853 323.582672543381 651.43248 542.195640384579
345.5773 331.602463559899 728.80596 560.521001023612
372.2813 350.181128868758 794.37808 616.719434963558
319.5981 297.453814476552 519.72664 513.750691905747
343.373 334.492677897079 632.17032 530.397595128769
347.066 342.370695526551 713.353375 610.264256262255
319.0853 324.301512720951 524.8812 504.858788314139
346.0001 319.233997042687 872.49176 436.616319425769
311.16 321.585397730675 621.94387755102 509.525202595064
345.944 322.965237089795 556.430416666667 501.224024261809
332.8298 347.450845871646 746.98092 586.126450865137
339.756 335.981795940082 651.04625 582.103630864806
330.964 321.671300945261 623.261142857143 531.916865749571
341.1937 343.583707005358 578.11452 581.462086090381
312.7355 332.579096459788 635.44308 527.371683744525
304.1718 330.709307083979 783.92916 574.580122888417
326.08 299.535550712869 581.185755102041 480.498818223402
335.2223 330.822556352041 751.3454 595.884084741779
286.364 317.821325574999 496.713916666667 536.663011710287
339.7581 336.303858706334 713.4392 585.274648412481
337.432 306.489757796391 506.055346938776 456.00485756127
345.944 328.540722865829 498.822244897959 511.388492049382
310.89 311.860584812396 488.83784 504.188960667078
335.2223 323.604023601122 864.70596 440.423548650424
298.9149 300.828559809276 568.79408 463.305728179573
337.5482 314.817338963105 814.55792 440.970236534829
331.0513 301.222958996968 554.53364 494.429949615607
335.3406 335.202720783079 707.1474 562.576033999941
343.373 341.2599580134 598.2472 593.173067257391
332.8298 335.238590348509 491.9122 480.309836175911
298.91 309.204694246093 502.295673469388 496.58329054435
337.432 325.66230917662 695.384734693877 562.398499099398
337.5503 335.589514571367 639.23456 529.096310431283
343.258 329.508991401037 638.145166666667 538.992974158657
299.581 333.356227942904 538.91904 569.883425664208
332.8298 312.201821255542 595.72888 498.307489793171
343.258 320.610614832662 749.480367346939 588.337296571023
298.91 320.387452772277 572.958693877551 539.357963262871
319.0853 296.827164970593 474.87228 476.20667054799
319.0853 327.002256827631 710.29512 577.230000614329
312.5582 300.832641298758 551.54736 422.953427203622
351.512 322.882107582254 652.125673469388 548.238514002822
340.964 327.594795399179 549.009224489796 453.112494907725
311.16 316.459809517811 554.338739130435 500.450737887694
299.1547 309.848827689062 691.59516 535.366916970477
326.08 311.573792833401 487.935673469388 428.925284006432
331.1711 318.538159440765 765.17812 546.208423596866
343.258 324.026513436504 711.458448979592 528.961247094221
339.798 332.684753457374 840.360170212766 546.834824778891
339.798 320.764635372665 642.979795918367 540.141600955073
355.2 337.073132396351 610.33587755102 560.205940968364
339.8563 319.198845683762 569.3522 457.262647160479
337.432 337.193566807489 606.126041666667 580.345884829251
326.5313 324.528009130169 698.26564 543.619101475672
310.5026 313.906119324559 588.86088 515.497658209587
340.964 316.955073176505 569.255551020408 532.699730716092
345.944 340.130523253638 768.512653061225 586.884368984649
347.066 360.968148759453 740.981469387755 622.736594492937
347.5786 339.172982499904 703.29028 547.304229519391
363.3596 336.222268491813 651.4318 588.924238579023
345.6334 338.353966294566 578.49124 571.673955200543
299.2478 293.431304361677 455.004 441.290748580129
364.2033 347.622978139731 803.64196 626.896625768693
332.8298 338.789636186014 627.22312 546.928094381538
335.2223 313.530966298065 470.95524 465.70129800935
298.9149 323.050717373188 592.70344 535.387218554344
343.258 305.071825024438 578.283020408163 489.100390019469
339.7581 317.111701230801 553.3682 459.356041655476
304.1372 317.282869065496 510.73516 496.890988133365
355.6067 331.523692465051 572.226 551.044199018532
303.804 311.922692338514 503.857387755102 504.809732354463
326.08 336.541850225576 585.893346938775 548.620798846941
322.6353 312.022645623489 765.11692 561.24912080798
331.0513 303.495984476867 788.51856 541.915539851528
345.558 331.305447260166 771.99587755102 565.777729749958
319.0853 313.701015434693 585.21868 513.300781640031
343.373 334.686090996917 691.66568 541.592283973472
343.258 326.545355929088 556.921265306123 465.639601906172
319.2666 317.741717497192 583.82224 526.809372765576
337.432 325.320995474161 707.033714285714 536.251893201586
322.454 302.33685703062 478.687469387755 466.054175103512
312.7355 303.896576547828 509.77168 468.52919938003
293.6969 299.880880381074 536.84996 493.01726455551
352.1031 338.9407011688 736.59264 598.802326075645
345.558 304.43637534398 593.947142857143 501.602301854179
322.8795 311.099021342874 512.91172 515.317384223917
346.0001 311.965281231282 889.10556 455.879351580117
339.8164 315.131687837112 844.24012 432.520984871862
355.6323 359.282091515612 684.39472 699.550237003952
339.8164 317.356665572691 600.9708 486.127938580388
326.08 315.43967029136 631.547387755102 562.981016614918
296.222 316.264507341074 573.231591836735 513.530087958159
326.3242 308.932243702862 547.72128 525.801274923996
311.2132 333.526179807363 662.48284 584.229088294709
363.846 333.301432292813 689.26306122449 555.42565929425
343.258 329.514855726338 508.875387755102 481.981837474585
311.5474 302.272020929871 470.37528 473.242919523677
332.71 333.386507031194 879.391387755102 614.336149946456
322.454 302.616342984441 589.016408163265 471.402726817961
332.71 316.798112536281 527.718857142857 444.370690681882
363.3596 324.847199215258 774.6192 579.906975733749
343.373 321.411427694758 510.0884 519.596898127278
337.5482 322.348214112472 527.50496 532.315309217798
310.468 310.052820987611 492.790734693878 494.737774496038
322.8795 320.343116538999 646.9432 517.27552261018
298.9149 318.26062995052 629.75764 541.755961161706
345.5773 335.664467751847 734.682 566.517916502131
339.756 304.377575994504 603.773795918367 532.004043795872
339.7581 314.644500878167 541.06596 516.228063272161
347.6816 332.377591044499 613.2272 541.357867717309
347.6816 323.761772158571 602.29344 456.012946900746
331.0513 320.738710382269 677.54936 526.683490968887
326.08 318.422264652721 531.626163265306 500.971161737215
339.7581 337.549215716322 704.95076 560.432817615401
332.8298 309.339879333159 626.98576 512.284941924202
341.0787 301.416557287273 504.37744 417.344207549685
304.1718 316.414494785252 532.00248 521.498049266598
298.9149 310.068169661258 510.46816 471.393040621496
296.222 317.551617450073 566.667714285714 515.365361973871
351.6964 324.508193314281 577.43156 517.232576626108
347.48 326.227982687832 573.805416666667 455.623884634888
311.2132 326.084653174566 610.60692 531.272827945174
319.2666 305.752497006865 702.4148 511.883976411432
351.512 327.561590608236 751.285142857143 550.89354726253
298.91 298.968572062458 793.826 426.02175552765
347.0867 317.975864423651 926.79844 434.549411452539
319.0853 311.509855311415 465.33748 459.244014299068
355.6067 321.408813028153 609.28748 450.218466675675
345.5773 331.816650452959 610.24508 544.774316748723
345.944 324.78864559891 788.376612244898 560.869254913084
349.452 337.879195990966 549.106916666667 525.696705347458
332.71 327.88147054253 718.4055 560.592655095024
347.0867 326.977227104885 610.14448 531.97675431339
335.3385 318.790231073401 490.95912 498.772054797909
341.2691 319.719651655921 649.47684 511.356175037534
347.48 336.903364506273 705.666081632653 547.7487918541
326.08 329.506637101467 692.584081632653 553.758031738113
332.71 314.325065363825 551.070285714286 442.334383275166
312.224 321.003885900263 729.281428571429 553.379795273112
318.908 306.974682736539 514.080448979592 432.940805197128
311.7247 303.128241870244 503.31884 426.697240474398
322.6353 344.880199391752 752.54584 586.708520902473
322.6353 309.244535089473 485.1428 426.340586709868
339.8164 341.450462936933 651.10688 587.927159325104
351.6964 335.525209062336 812.86256 570.597648316695
345.6334 314.021855724969 659.63268 525.932086512306
341.0787 334.718569976196 683.47132 583.843841652978
341.0787 320.363279867743 656.72552 555.346860076441
339.7581 340.08946789116 554.00168 546.369351177522
303.804 326.469626123407 689.577020408163 560.685369579888
296.3564 321.274717042175 513.76972 541.665416585215
310.89 304.184188145279 494.97124 485.785415913739
296.3564 310.221233852376 504.10804 500.381101783736
345.944 330.42459183179 646.064979591837 547.605138736106
343.258 337.814141708902 649.46 626.588266843141
